task,truth
13,1
23,1
51,0
65,0
76,1
109,0
151,0
218,0
222,0
228,1
236,0
256,0
270,0
287,0
295,0
335,0
379,0
422,0
423,0
442,0
460,0
487,0
546,0
552,0
561,0
566,0
582,0
622,0
632,0
635,0
641,0
649,0
651,0
674,0
700,0
716,0
763,1
783,0
794,0
810,0
829,0
837,0
866,0
896,1
904,0
922,0
944,0
956,0
964,0
968,0
972,0
980,0
985,1
1005,0
1008,0
1021,1
1026,0
1110,0
1121,0
1125,0
1133,0
1142,0
1146,0
1169,0
1180,0
1185,0
1188,0
1190,0
1198,0
1217,0
1278,0
1300,1
1314,0
1319,1
1331,0
1362,0
1386,0
1409,0
1446,0
1462,0
1490,0
1498,0
1539,0
1558,0
1574,0
1617,0
1633,0
1643,0
1652,0
1682,0
1755,0
1799,0
1856,0
1871,1
1874,0
1878,0
1885,0
1909,0
1950,0
1967,1
