task,truth
7,0
32,0
88,0
110,0
156,0
208,0
238,0
245,0
250,0
251,0
254,0
263,0
279,0
283,0
309,0
313,0
321,1
336,0
380,0
397,0
421,0
472,0
474,0
477,0
497,0
500,0
569,1
576,0
586,1
612,0
621,0
725,0
740,0
761,0
787,0
789,0
877,0
887,1
934,0
963,0
981,0
996,0
1004,1
1036,0
1059,0
1061,1
1078,0
1104,0
1107,0
1116,0
1118,0
1119,1
1127,0
1168,0
1195,0
1204,0
1212,0
1213,0
1225,0
1262,0
1354,0
1426,1
1460,0
1512,0
1520,0
1581,0
1586,0
1597,0
1606,0
1607,0
1608,0
1637,0
1648,0
1679,0
1689,0
1695,0
1701,0
1714,0
1715,1
1720,0
1721,0
1725,0
1772,0
1788,0
1807,0
1809,0
1811,1
1841,0
1846,0
1847,0
1848,0
1857,1
1879,1
1888,0
1904,0
1912,0
1922,0
1936,0
1977,1
1988,0
