task,truth
15,0
40,0
60,1
61,0
67,0
90,0
98,0
118,0
133,0
134,1
189,0
195,0
203,0
217,0
221,0
250,0
302,1
317,0
347,0
358,0
368,1
427,0
446,0
481,0
535,0
544,0
555,0
580,0
611,0
616,0
636,0
648,0
656,0
659,0
664,0
676,0
680,0
692,0
699,0
715,0
747,0
768,0
786,0
812,0
828,0
831,0
846,0
888,0
893,0
901,0
912,1
937,0
958,0
974,1
981,0
993,0
995,0
1004,1
1027,0
1069,0
1106,1
1108,0
1124,0
1145,0
1167,0
1173,1
1184,0
1185,0
1214,0
1238,0
1239,0
1296,0
1325,0
1381,0
1386,0
1408,0
1435,0
1442,0
1476,0
1504,0
1567,0
1595,0
1613,0
1638,0
1651,0
1655,1
1673,0
1676,0
1718,0
1748,0
1765,0
1842,0
1859,0
1895,0
1926,1
1955,0
1968,0
1979,0
1981,0
1999,1
