task,truth
3,0
26,0
27,0
31,0
45,0
58,0
97,0
102,0
106,1
109,0
127,0
149,0
158,0
185,0
202,0
204,0
207,1
213,0
277,0
313,0
366,0
378,0
383,0
388,1
419,0
429,0
436,0
463,0
485,1
505,0
547,1
562,0
563,1
620,0
647,0
657,0
682,0
685,1
720,0
721,0
778,0
796,0
840,0
860,0
883,0
885,0
899,0
904,0
934,0
953,0
989,0
1024,0
1047,0
1048,0
1079,1
1089,0
1098,0
1110,0
1121,0
1127,0
1153,0
1172,0
1177,0
1204,0
1215,0
1269,0
1280,0
1307,0
1313,0
1319,1
1327,0
1332,0
1349,0
1388,0
1426,1
1507,0
1511,1
1544,1
1547,0
1580,0
1596,1
1602,1
1608,0
1661,0
1672,0
1691,1
1698,0
1710,0
1725,0
1735,0
1740,0
1781,0
1811,1
1818,0
1914,0
1950,0
1969,0
1976,1
1985,0
1994,1
