task,truth
28,0
99,0
139,0
176,0
188,1
199,0
234,0
263,0
331,0
341,0
360,0
372,0
377,0
401,0
411,0
456,0
468,0
497,0
516,0
524,0
525,0
554,0
625,0
637,0
643,0
663,0
671,0
724,0
758,0
759,0
770,1
801,0
815,1
817,1
863,0
878,0
891,0
892,0
922,0
923,0
945,1
956,0
962,0
997,0
1008,0
1014,0
1016,1
1029,1
1039,0
1053,0
1057,0
1093,0
1103,1
1107,0
1120,0
1139,0
1148,0
1152,0
1158,1
1181,0
1223,0
1229,0
1237,0
1259,0
1263,1
1294,1
1338,0
1359,0
1370,0
1378,0
1389,0
1395,0
1401,0
1441,0
1499,0
1525,0
1552,0
1574,0
1575,0
1578,0
1588,0
1623,0
1652,0
1668,0
1686,0
1694,0
1706,0
1729,1
1734,0
1736,0
1752,0
1809,0
1835,0
1848,0
1858,0
1919,0
1942,0
1962,0
1970,1
1996,0
