task,truth
18,0
73,0
78,1
83,0
105,0
158,0
166,0
175,0
185,0
200,0
232,0
239,0
304,0
323,0
324,0
334,0
357,0
371,0
375,0
390,0
432,0
438,0
439,0
448,0
467,0
489,0
509,0
521,0
536,0
567,0
608,0
622,0
650,0
677,0
704,0
721,0
725,0
752,0
759,0
772,0
775,1
788,0
811,0
911,0
922,0
944,0
951,0
956,0
958,0
961,0
984,0
991,0
1030,1
1041,0
1076,0
1077,0
1078,0
1084,0
1119,1
1155,1
1162,0
1182,0
1206,0
1221,1
1225,0
1237,0
1315,0
1327,0
1334,0
1345,0
1353,1
1355,0
1371,0
1433,0
1478,0
1510,0
1524,0
1542,0
1545,0
1547,0
1557,0
1561,0
1578,0
1579,0
1613,0
1646,0
1654,0
1669,0
1698,0
1711,0
1717,0
1745,0
1749,0
1752,0
1792,0
1888,0
1896,1
1944,0
1956,0
1996,0
