task,truth
7,0
22,0
49,0
72,0
139,0
141,0
178,0
181,0
182,0
219,0
225,0
255,1
263,0
278,0
301,0
339,0
366,0
372,0
374,0
386,0
406,0
420,0
444,1
473,0
511,0
559,1
575,0
601,0
639,0
640,0
665,0
711,0
744,1
746,0
747,0
757,0
767,0
790,0
797,0
821,1
827,0
833,0
856,1
874,1
875,0
938,0
941,0
949,0
1017,1
1022,0
1025,0
1031,0
1064,0
1085,1
1109,0
1141,0
1195,0
1232,0
1235,0
1236,0
1250,0
1251,0
1253,1
1281,0
1318,0
1326,0
1348,0
1349,0
1417,0
1447,0
1463,1
1472,0
1530,0
1541,0
1590,0
1599,0
1606,0
1618,0
1624,0
1651,0
1710,0
1724,0
1728,0
1737,0
1739,0
1754,1
1762,0
1778,0
1793,0
1794,0
1804,0
1822,0
1875,1
1890,0
1906,0
1916,0
1922,0
1937,0
1938,0
1989,0
