task,truth
82,0
131,0
157,0
185,0
195,0
229,0
271,0
293,0
296,0
339,0
371,0
422,0
427,0
510,0
546,0
585,0
596,0
610,0
619,0
626,0
636,0
644,0
652,0
687,1
751,0
753,0
757,0
795,0
810,0
845,0
869,0
878,0
894,0
910,0
939,0
998,0
1004,1
1018,1
1020,0
1051,0
1089,0
1129,0
1163,0
1167,0
1190,0
1203,1
1206,0
1211,0
1213,0
1215,0
1253,1
1333,0
1336,0
1358,0
1394,1
1444,1
1464,0
1478,0
1498,0
1532,0
1542,0
1545,0
1567,0
1628,0
1668,0
1710,0
1714,0
1719,1
1752,0
1760,1
1770,0
1846,0
1858,0
1869,0
1967,1
1970,1
1980,1
1992,0
2034,0
2049,0
2051,0
2077,0
2099,0
2127,0
2154,1
2172,0
2176,0
2232,0
2344,0
2372,0
2432,0
2460,0
2465,0
2490,0
2548,0
2555,0
2627,0
2658,0
2681,0
2845,0
2851,0
2866,0
2880,0
2888,0
2904,0
2920,0
2928,0
2976,0
3012,0
3160,1
3181,0
3229,0
3263,0
3298,1
3326,0
3346,0
3354,0
3358,0
3378,1
3381,1
3384,0
3389,0
3450,1
3461,0
3610,1
3615,0
3623,0
3677,0
3690,0
3691,0
3701,0
3720,0
3794,0
3836,0
3882,0
3888,1
3897,0
3926,0
3936,0
3946,0
3955,0
3977,0
4048,0
4062,0
4142,0
4151,0
4183,0
4387,0
4399,0
4459,0
