task,truth
34,0
50,0
54,0
137,0
142,0
148,0
162,0
187,0
190,0
191,0
208,0
209,0
244,0
275,0
294,0
319,0
322,0
352,0
353,0
360,0
363,0
399,0
414,0
425,0
431,0
436,0
448,0
463,0
464,0
477,0
535,0
538,0
543,0
591,0
622,0
627,0
660,0
669,0
687,1
691,0
721,0
734,0
740,0
743,0
758,0
762,1
764,0
766,0
808,1
831,0
841,0
850,0
875,0
889,0
894,0
915,0
965,0
999,0
1035,0
1041,0
1059,0
1081,0
1093,0
1096,0
1106,1
1119,1
1130,0
1174,0
1220,1
1222,0
1226,0
1227,0
1302,0
1319,1
1326,0
1343,0
1369,0
1383,0
1393,0
1399,0
1403,0
1425,0
1484,0
1488,0
1506,0
1568,0
1573,0
1578,0
1586,0
1688,0
1697,0
1716,1
1728,0
1803,1
1806,0
1822,0
1855,0
1875,1
1878,0
1883,0
