task,truth
19,0
32,0
38,0
70,0
92,0
103,0
145,0
155,0
196,0
202,0
225,0
241,0
243,0
253,0
280,0
289,0
339,0
362,0
366,0
367,0
400,0
408,0
426,0
428,0
435,1
450,0
510,0
516,0
541,0
557,0
575,0
599,1
606,0
720,0
726,0
774,0
822,0
833,0
844,0
863,0
866,0
886,0
902,0
909,1
914,0
954,0
981,0
989,0
1054,0
1067,0
1091,1
1157,0
1181,0
1192,0
1203,1
1211,0
1214,0
1244,0
1249,0
1250,0
1279,0
1289,1
1349,0
1352,0
1363,0
1379,0
1400,0
1410,0
1423,0
1452,1
1485,0
1487,0
1496,1
1511,1
1512,0
1572,0
1606,0
1620,0
1627,0
1648,0
1656,0
1665,0
1687,0
1698,0
1705,0
1737,0
1747,0
1792,0
1795,1
1798,0
1843,0
1856,0
1871,1
1874,0
1893,0
1925,0
1937,0
1956,0
1978,0
1990,0
