task,truth
17,0
52,1
58,0
110,0
116,0
136,0
150,0
197,0
210,0
246,0
254,0
267,0
286,1
320,0
343,0
397,0
398,0
465,0
472,0
476,0
506,0
527,0
531,0
593,0
594,0
601,0
630,0
638,0
644,0
654,1
661,0
673,0
677,0
701,0
722,0
739,0
760,0
765,0
867,1
876,0
887,1
960,0
1023,0
1047,0
1049,0
1094,0
1132,0
1134,0
1155,1
1165,0
1176,0
1187,1
1194,0
1196,0
1213,0
1217,0
1218,0
1219,0
1225,0
1232,0
1245,0
1273,0
1301,0
1316,0
1323,0
1367,0
1373,0
1380,0
1385,0
1509,0
1513,0
1526,0
1543,0
1551,0
1570,0
1575,0
1596,1
1624,0
1630,0
1639,0
1640,0
1695,0
1699,0
1707,0
1725,0
1742,0
1760,1
1762,0
1765,0
1796,0
1797,0
1811,1
1819,0
1837,1
1879,1
1887,1
1924,1
1930,0
1945,0
1950,0
