task,truth
7,0
26,0
36,0
41,0
58,0
125,0
139,0
145,0
156,0
158,0
214,1
241,0
246,0
257,1
279,0
290,0
304,0
314,0
318,0
324,0
333,0
377,0
410,0
432,0
446,0
532,0
552,0
561,0
606,0
615,0
616,0
618,0
630,0
659,0
706,0
719,1
721,0
771,0
847,0
865,0
868,0
871,0
875,0
908,0
911,0
974,1
1020,0
1032,1
1040,1
1047,0
1053,0
1081,0
1110,0
1120,0
1127,0
1161,0
1201,0
1204,0
1249,0
1262,0
1274,0
1328,0
1343,0
1350,0
1367,0
1400,0
1425,0
1444,1
1450,0
1472,0
1487,0
1490,0
1500,0
1533,1
1534,0
1606,0
1607,0
1608,0
1614,0
1618,0
1632,1
1718,0
1740,0
1747,0
1769,0
1779,0
1786,0
1814,0
1820,1
1829,0
1840,0
1863,0
1870,0
1898,1
1914,0
1918,0
1927,1
1961,0
1963,0
1968,0
