task,truth
98,0
226,0
240,1
247,0
260,0
273,0
300,0
434,0
497,0
504,0
514,1
515,0
541,0
565,0
582,0
594,0
646,0
647,0
669,0
676,0
683,0
684,0
703,0
727,0
754,1
765,0
767,0
773,0
778,0
832,0
836,0
856,1
858,0
878,0
906,0
918,0
928,0
941,0
955,0
981,0
1000,0
1001,0
1008,0
1039,0
1056,0
1071,0
1080,0
1131,1
1147,0
1151,0
1153,0
1166,0
1182,0
1188,0
1218,0
1245,0
1272,0
1279,0
1281,0
1283,0
1322,0
1333,0
1335,0
1345,0
1352,0
1386,0
1406,0
1424,0
1441,0
1478,0
1502,0
1515,0
1528,0
1557,0
1617,0
1651,0
1656,0
1711,0
1715,1
1722,0
1758,0
1771,0
1780,1
1788,0
1798,0
1801,0
1822,0
1831,0
1834,0
1851,0
1857,1
1873,0
1879,1
1885,0
1909,0
1912,0
1915,0
1921,0
1977,1
1991,0
