task,truth
30,0
64,0
79,0
92,0
161,0
168,1
184,0
185,0
190,0
233,1
234,0
235,0
289,0
313,0
345,0
347,0
351,0
383,0
384,0
411,0
439,0
470,0
476,0
511,0
513,0
536,0
543,0
546,0
559,1
584,0
589,1
595,0
613,0
662,0
699,0
720,0
755,0
803,0
816,0
835,0
849,0
852,0
866,0
914,0
961,0
971,0
1011,0
1021,1
1052,0
1060,0
1063,1
1097,0
1189,0
1228,0
1239,0
1241,0
1265,1
1275,0
1301,0
1312,0
1321,0
1376,0
1392,0
1428,0
1448,0
1465,0
1470,0
1471,0
1477,0
1498,0
1503,0
1504,0
1520,0
1535,0
1542,0
1589,0
1597,0
1615,0
1619,0
1621,0
1636,0
1647,0
1675,0
1694,0
1736,0
1738,0
1742,0
1765,0
1775,0
1791,1
1802,0
1832,0
1837,1
1872,0
1887,1
1889,1
1934,0
1951,0
1962,0
1966,0
