task,truth
8,0
16,0
37,0
38,0
77,0
80,1
115,0
116,0
155,0
166,0
174,0
178,0
221,0
222,0
223,0
229,0
265,0
277,0
335,0
395,0
397,0
402,0
414,0
447,0
453,0
455,0
471,0
490,0
535,0
553,0
610,0
626,0
652,0
667,0
687,1
688,1
717,0
738,0
758,0
769,0
775,1
806,0
870,0
876,0
919,0
922,0
929,0
988,1
1007,0
1033,0
1049,0
1109,0
1137,0
1143,1
1150,0
1157,0
1163,0
1172,0
1225,0
1255,0
1266,1
1280,0
1284,0
1314,0
1316,0
1317,0
1361,0
1404,1
1414,0
1426,1
1435,0
1456,0
1479,0
1492,0
1538,0
1555,0
1558,0
1567,0
1578,0
1590,0
1603,0
1620,0
1630,0
1674,0
1687,0
1699,0
1706,0
1710,0
1745,0
1759,0
1790,0
1792,0
1861,1
1868,1
1932,0
1946,0
1960,1
1984,0
1993,0
1999,1
