task,truth
73,0
78,1
95,0
118,0
124,0
126,0
144,1
152,0
162,0
176,0
187,0
204,0
291,0
301,0
309,0
339,0
349,1
380,0
387,1
404,0
412,0
413,0
424,0
430,0
448,0
489,0
495,0
527,0
530,0
548,0
568,1
573,0
598,0
602,0
629,0
674,0
695,0
749,1
788,0
796,0
805,0
827,0
851,0
872,0
888,0
915,0
966,1
978,0
1025,0
1027,0
1035,0
1048,0
1122,1
1136,0
1179,0
1193,0
1197,0
1199,0
1223,0
1227,0
1278,0
1294,1
1329,1
1338,0
1369,0
1383,0
1387,0
1401,0
1402,0
1410,0
1419,0
1461,0
1467,0
1518,0
1521,0
1537,0
1560,0
1581,0
1594,0
1596,1
1628,0
1631,1
1667,0
1684,0
1689,0
1698,0
1702,0
1703,0
1737,0
1768,0
1805,0
1813,0
1824,0
1855,0
1894,0
1917,0
1930,0
1975,0
1995,1
1996,0
