task,truth
78,1
96,0
140,0
159,1
174,0
201,0
246,0
281,0
333,0
335,0
364,0
371,0
386,0
387,1
394,0
399,0
422,0
431,0
438,0
460,0
462,0
472,0
487,0
492,0
494,0
550,0
556,0
567,0
575,0
592,0
659,0
737,0
746,0
749,1
772,0
796,0
840,0
860,0
862,0
865,0
884,0
890,0
897,0
915,0
918,0
936,0
937,0
944,0
955,0
970,0
977,0
980,0
990,0
1006,0
1026,0
1034,1
1035,0
1042,0
1069,0
1087,0
1128,0
1156,0
1168,0
1262,0
1280,0
1336,0
1340,1
1361,0
1400,0
1418,0
1462,0
1467,0
1484,0
1493,0
1521,0
1536,0
1554,0
1561,0
1565,0
1636,0
1657,0
1663,0
1684,0
1720,0
1742,0
1745,0
1757,0
1778,0
1788,0
1814,0
1815,0
1887,1
1912,0
1925,0
1926,1
1939,0
1940,0
1942,0
1945,0
1949,0
