task,truth
35,0
50,0
67,0
71,0
107,0
113,0
146,0
165,0
172,0
192,0
219,0
223,0
237,0
289,0
309,0
329,0
339,0
356,0
404,0
488,0
521,0
545,0
591,0
609,0
612,0
633,0
662,0
664,0
692,0
696,0
700,0
702,0
744,1
768,0
771,0
795,0
830,0
846,0
856,1
861,0
867,1
875,0
951,0
959,0
968,0
988,1
991,0
1008,0
1029,1
1060,0
1070,0
1074,0
1106,1
1133,0
1152,0
1159,0
1170,1
1172,0
1203,1
1206,0
1276,0
1277,0
1314,0
1317,0
1326,0
1350,0
1381,0
1390,0
1398,0
1409,0
1421,0
1428,0
1440,0
1486,0
1566,0
1575,0
1579,0
1637,0
1671,0
1698,0
1699,0
1758,0
1760,1
1776,0
1789,1
1806,0
1813,0
1834,0
1870,0
1873,0
1892,0
1897,0
1911,0
1913,0
1944,0
1948,0
1958,0
1971,0
1979,0
1993,0
