task,truth
12,0
19,0
55,0
91,0
109,0
121,0
125,0
144,1
169,0
172,0
185,0
208,0
262,0
272,0
273,0
279,0
283,0
303,0
321,1
338,0
346,0
369,0
377,0
440,0
446,0
469,1
481,0
486,0
487,0
494,0
495,0
534,0
538,0
546,0
554,0
567,0
578,0
645,0
690,0
707,0
718,0
739,0
761,0
777,0
791,0
814,1
832,0
836,0
838,0
889,0
899,0
942,0
951,0
959,0
960,0
968,0
972,0
987,0
1021,1
1041,0
1050,0
1075,0
1080,0
1121,0
1122,1
1149,0
1150,0
1197,0
1206,0
1211,0
1216,1
1233,0
1288,0
1301,0
1317,0
1343,0
1468,0
1545,0
1550,0
1598,0
1609,0
1627,0
1644,0
1669,0
1689,0
1690,0
1729,1
1735,0
1749,0
1760,1
1781,0
1836,0
1847,0
1863,0
1867,0
1897,0
1916,0
1948,0
1963,0
1985,0
