task,truth
2,0
47,0
76,1
85,0
105,0
117,1
120,0
122,0
165,0
171,0
178,0
204,0
222,0
271,0
274,0
287,0
299,1
323,0
360,0
363,0
422,0
427,0
438,0
445,0
456,0
469,1
492,0
502,0
522,0
527,0
534,0
559,1
563,1
564,0
586,1
590,0
595,0
633,0
644,0
649,0
661,0
668,0
709,0
716,0
743,0
770,1
829,0
835,0
838,0
886,0
924,0
948,0
949,0
970,0
977,0
1003,0
1019,0
1025,0
1036,0
1075,0
1087,0
1102,0
1112,0
1126,0
1185,0
1189,0
1212,0
1238,0
1242,0
1249,0
1284,0
1294,1
1340,1
1348,0
1383,0
1402,0
1441,0
1460,0
1474,0
1486,0
1499,0
1507,0
1513,0
1565,0
1602,1
1604,0
1610,0
1672,0
1682,0
1696,0
1725,0
1736,0
1748,0
1777,1
1809,0
1819,0
1905,1
1925,0
1959,0
1966,0
