task,truth
18,0
36,0
102,0
109,0
124,0
141,0
152,0
160,0
213,0
224,0
225,0
231,0
261,0
270,0
275,0
346,0
407,0
413,0
424,0
436,0
478,0
494,0
505,0
513,0
541,0
565,0
598,0
675,0
679,0
748,1
823,0
831,0
834,0
860,0
895,0
914,0
959,0
974,1
978,0
992,1
996,0
1000,0
1030,1
1049,0
1070,0
1091,1
1114,0
1117,0
1156,0
1167,0
1194,0
1221,1
1237,0
1252,0
1265,1
1298,0
1309,0
1339,0
1345,0
1366,0
1385,0
1396,1
1404,1
1416,0
1447,0
1501,0
1502,0
1528,0
1551,0
1557,0
1564,0
1577,0
1643,0
1650,0
1706,0
1707,0
1739,0
1743,0
1750,0
1774,0
1779,0
1787,0
1816,0
1838,0
1842,0
1847,0
1849,0
1866,0
1868,1
1883,0
1887,1
1914,0
1922,0
1926,1
1932,0
1936,0
1939,0
1944,0
1953,1
1991,0
