task,truth
19,0
25,0
40,0
75,0
148,0
164,0
218,0
219,0
239,0
243,0
306,1
307,0
341,0
352,0
355,0
362,0
368,1
388,1
404,0
411,0
451,1
468,0
473,0
485,1
506,0
520,0
543,0
566,0
567,0
570,0
587,0
599,1
671,0
682,0
717,0
735,0
778,0
785,0
807,0
825,0
845,0
867,1
871,0
882,0
891,0
907,0
934,0
961,0
988,1
1008,0
1012,0
1033,0
1044,0
1048,0
1121,0
1142,0
1144,1
1152,0
1157,0
1159,0
1201,0
1254,0
1256,0
1258,0
1266,1
1303,1
1310,0
1367,0
1401,0
1408,0
1415,0
1430,0
1434,0
1531,1
1544,1
1563,0
1578,0
1596,1
1623,0
1629,0
1630,0
1631,1
1635,0
1640,0
1652,0
1654,0
1684,0
1689,0
1703,0
1737,0
1742,0
1804,0
1828,0
1835,0
1854,0
1860,0
1861,1
1916,0
1964,0
1989,0
