task,truth
9,0
12,0
55,0
128,0
167,0
168,1
187,0
264,0
321,1
328,0
347,0
376,0
399,0
402,0
423,0
444,1
448,0
452,0
454,0
460,0
480,0
491,0
495,0
514,1
519,0
535,0
536,0
557,0
589,1
626,0
635,0
681,0
699,0
706,0
728,0
753,0
754,1
761,0
767,0
768,0
783,0
801,0
820,0
842,0
861,0
876,0
878,0
912,1
931,0
951,0
956,0
971,0
1002,0
1017,1
1021,1
1034,1
1069,0
1096,0
1106,1
1113,0
1122,1
1125,0
1131,1
1158,1
1260,0
1286,1
1321,0
1329,1
1342,0
1412,1
1419,0
1429,0
1437,0
1443,0
1446,0
1472,0
1490,0
1505,0
1510,0
1516,0
1517,1
1525,0
1542,0
1549,0
1555,0
1569,0
1592,0
1598,0
1639,0
1656,0
1671,0
1675,0
1687,0
1791,1
1812,0
1821,0
1830,0
1837,1
1896,1
1930,0
