task,truth
5,1
37,0
42,0
44,0
64,0
71,0
74,1
93,0
111,0
130,0
154,0
162,0
169,0
170,0
175,0
186,0
244,0
281,0
291,0
296,0
334,0
340,0
359,0
366,0
386,0
392,0
403,0
425,0
430,0
489,0
496,0
528,0
530,0
547,1
553,0
577,0
596,0
600,0
606,0
627,0
634,0
636,0
657,0
662,0
683,0
776,0
917,0
920,0
938,0
962,0
968,0
1073,0
1088,0
1104,0
1107,0
1119,1
1161,0
1171,0
1224,0
1269,0
1274,0
1319,1
1325,0
1381,0
1399,0
1418,0
1454,0
1479,0
1493,0
1554,0
1559,0
1561,0
1593,0
1599,0
1601,1
1615,0
1632,1
1637,0
1659,0
1686,0
1699,0
1717,0
1730,0
1731,0
1768,0
1782,0
1785,0
1794,0
1802,0
1834,0
1840,0
1851,0
1856,0
1862,0
1945,0
1954,0
1955,0
1958,0
1962,0
1984,0
