task,truth
0,0
1,1
16,0
19,0
35,0
107,0
109,0
112,0
160,0
175,0
250,0
317,0
330,0
340,0
369,0
417,0
444,1
452,0
457,0
463,0
487,0
497,0
517,0
599,1
603,0
621,0
664,0
735,0
738,0
767,0
778,0
780,0
794,0
809,0
843,0
847,0
878,0
906,0
920,0
921,0
974,1
996,0
1007,0
1015,0
1019,0
1038,1
1044,0
1055,0
1060,0
1068,0
1087,0
1090,1
1099,1
1118,0
1125,0
1153,0
1163,0
1172,0
1191,0
1205,0
1234,0
1242,0
1247,0
1296,0
1317,0
1322,0
1344,0
1358,0
1395,0
1419,0
1424,0
1436,0
1463,1
1513,0
1538,0
1580,0
1584,0
1593,0
1595,0
1604,0
1610,0
1620,0
1622,1
1624,0
1647,0
1663,0
1687,0
1699,0
1737,0
1738,0
1768,0
1777,1
1787,0
1803,1
1811,1
1855,0
1862,0
1890,0
1901,0
1993,0
