task,truth
25,0
42,0
60,1
92,0
110,0
118,0
154,0
169,0
172,0
184,0
198,0
201,0
248,1
257,1
289,0
357,0
367,0
394,0
447,0
467,0
474,0
490,0
518,0
536,0
567,0
568,1
572,0
598,0
619,0
620,0
658,0
744,1
748,1
750,1
796,0
864,0
869,0
882,0
913,0
948,0
957,0
992,1
993,0
1053,0
1073,0
1094,0
1102,0
1117,0
1124,0
1133,0
1151,0
1173,1
1179,0
1193,0
1197,0
1202,0
1208,0
1209,1
1243,0
1245,0
1257,1
1283,0
1387,0
1399,0
1401,0
1432,0
1435,0
1449,0
1517,1
1529,1
1556,0
1557,0
1591,0
1607,0
1633,0
1645,0
1662,1
1667,0
1672,0
1675,0
1703,0
1705,0
1743,0
1780,1
1786,0
1791,1
1796,0
1807,0
1822,0
1839,0
1847,0
1850,0
1853,0
1856,0
1929,0
1943,0
1949,0
1950,0
1953,1
1958,0
