task,truth
23,1
34,0
41,0
88,0
89,0
103,0
140,0
242,0
246,0
256,0
294,0
297,0
306,1
308,0
313,0
331,0
344,0
372,0
383,0
405,1
407,0
418,0
431,0
449,0
454,0
465,0
489,0
540,0
562,0
573,0
586,1
614,0
633,0
649,0
668,0
708,0
721,0
745,0
763,1
766,0
777,0
805,0
806,0
872,0
930,0
932,0
978,0
985,1
1023,0
1024,0
1032,1
1046,0
1052,0
1110,0
1128,0
1148,0
1149,0
1169,0
1206,0
1221,1
1227,0
1251,0
1309,0
1324,0
1330,1
1343,0
1362,0
1372,0
1394,1
1404,1
1408,0
1428,0
1448,0
1452,1
1460,0
1482,1
1491,1
1504,0
1520,0
1521,0
1533,1
1558,0
1559,0
1568,0
1579,0
1617,0
1650,0
1651,0
1682,0
1726,1
1761,0
1766,0
1845,0
1846,0
1851,0
1866,0
1888,0
1895,0
1980,1
1994,1
