task,truth
28,0
39,0
44,0
50,0
80,1
126,0
158,0
169,0
187,0
194,0
196,0
216,0
260,0
269,0
276,1
285,0
286,1
290,0
294,0
314,0
324,0
379,0
390,0
396,0
424,0
456,0
472,0
476,0
503,1
508,0
512,0
529,0
561,0
579,0
594,0
603,0
673,0
683,0
699,0
704,0
707,0
708,0
733,0
760,0
761,0
773,0
783,0
813,0
878,0
892,0
926,0
935,0
940,0
956,0
972,0
979,0
995,0
999,0
1020,0
1054,0
1056,0
1088,0
1153,0
1154,0
1179,0
1186,0
1208,0
1211,0
1223,0
1231,0
1248,1
1249,0
1255,0
1265,1
1282,1
1302,0
1327,0
1340,1
1379,0
1426,1
1437,0
1450,0
1495,0
1544,1
1553,0
1564,0
1588,0
1592,0
1600,0
1717,0
1718,0
1799,0
1824,0
1829,0
1870,0
1931,0
1942,0
1952,0
1967,1
1997,0
