task,truth
7,0
20,0
21,0
56,0
61,0
68,0
74,1
77,0
103,0
149,0
199,0
220,0
244,0
267,0
272,0
287,0
316,1
326,0
343,0
352,0
361,0
372,0
373,0
425,0
426,0
434,0
435,1
441,1
445,0
447,0
454,0
465,0
466,0
477,0
500,0
511,0
531,0
548,0
563,1
577,0
590,0
592,0
599,1
606,0
633,0
669,0
715,0
739,0
740,0
746,0
758,0
782,0
790,0
803,0
874,1
915,0
1008,0
1022,0
1046,0
1062,0
1067,0
1086,0
1112,0
1122,1
1137,0
1147,0
1156,0
1191,0
1217,0
1220,1
1235,0
1238,0
1296,0
1306,1
1318,0
1330,1
1339,0
1456,0
1476,0
1515,0
1533,1
1550,0
1554,0
1578,0
1633,0
1642,0
1663,0
1672,0
1682,0
1737,0
1778,0
1787,0
1793,0
1806,0
1818,0
1868,1
1897,0
1902,0
1962,0
1963,0
