task,truth
5,1
35,0
45,0
72,0
79,0
92,0
105,0
108,0
134,1
141,0
162,0
172,0
177,1
185,0
191,0
210,0
302,1
329,0
355,0
367,0
408,0
413,0
418,0
420,0
421,0
470,0
509,0
546,0
547,1
566,0
617,0
684,0
690,0
714,0
723,0
737,0
738,0
757,0
765,0
777,0
798,0
805,0
809,0
827,0
851,0
852,0
900,0
904,0
929,0
931,0
937,0
947,0
985,1
1002,0
1010,0
1016,1
1021,1
1023,0
1037,0
1104,0
1166,0
1175,1
1201,0
1241,0
1254,0
1261,1
1266,1
1270,0
1292,0
1311,0
1352,0
1412,1
1422,0
1436,0
1438,0
1440,0
1482,1
1555,0
1570,0
1603,0
1658,0
1659,0
1683,0
1709,0
1723,0
1734,0
1739,0
1740,0
1764,0
1772,0
1779,0
1797,0
1815,0
1845,0
1852,0
1859,0
1869,0
1915,0
1926,1
1980,1
