task,truth
23,1
78,1
90,0
112,0
120,0
157,0
174,0
224,0
227,1
264,0
299,1
305,0
306,1
363,0
384,0
409,0
410,0
414,0
448,0
449,0
455,0
475,0
488,0
492,0
574,0
628,0
644,0
656,0
670,0
680,0
692,0
713,1
778,0
786,0
823,0
839,0
853,0
898,0
908,0
910,0
916,1
928,0
948,0
1007,0
1009,0
1053,0
1083,0
1102,0
1127,0
1133,0
1144,1
1178,0
1246,1
1258,0
1283,0
1300,1
1316,0
1320,0
1334,0
1338,0
1346,0
1363,0
1382,0
1392,0
1404,1
1473,0
1479,0
1484,0
1499,0
1511,1
1537,0
1561,0
1582,0
1615,0
1632,1
1639,0
1693,0
1702,0
1713,1
1716,1
1724,0
1750,0
1757,0
1767,0
1774,0
1777,1
1783,0
1804,0
1808,0
1826,1
1834,0
1850,0
1856,0
1865,0
1877,1
1912,0
1929,0
1977,1
1985,0
1990,0
