task,truth
17,0
19,0
79,0
89,0
111,0
150,0
160,0
175,0
176,0
179,1
190,0
201,0
211,0
307,0
323,0
343,0
345,0
349,1
351,0
394,0
409,0
423,0
434,0
456,0
461,0
474,0
484,0
535,0
598,0
608,0
644,0
688,1
694,0
699,0
731,1
771,0
775,1
799,0
809,0
813,0
963,0
965,0
966,1
978,0
986,0
992,1
1014,0
1015,0
1018,1
1020,0
1021,1
1031,0
1130,0
1150,0
1155,1
1166,0
1173,1
1175,1
1185,0
1211,0
1222,0
1262,0
1296,0
1325,0
1343,0
1366,0
1376,0
1386,0
1418,0
1424,0
1428,0
1433,0
1461,0
1493,0
1556,0
1601,1
1620,0
1643,0
1644,0
1681,0
1682,0
1720,0
1731,0
1738,0
1744,0
1766,0
1770,0
1772,0
1774,0
1791,1
1794,0
1805,0
1819,0
1829,0
1847,0
1886,1
1907,0
1914,0
1946,0
1987,0
