task,truth
42,0
55,0
68,0
81,0
87,0
90,0
94,0
96,0
110,0
113,0
122,0
154,0
218,0
236,0
249,0
281,0
285,0
295,0
305,0
308,0
314,0
326,0
332,0
360,0
370,0
395,0
401,0
415,0
432,0
463,0
475,0
476,0
495,0
496,0
543,0
550,0
564,0
610,0
613,0
664,0
722,0
739,0
742,0
755,0
761,0
774,0
821,1
825,0
829,0
874,1
895,0
923,0
936,0
958,0
1011,0
1016,1
1029,1
1077,0
1080,0
1091,1
1096,0
1100,0
1112,0
1117,0
1191,0
1251,0
1271,1
1312,0
1326,0
1332,0
1342,0
1351,0
1388,0
1416,0
1445,0
1471,0
1507,0
1573,0
1611,0
1636,0
1704,0
1719,1
1725,0
1732,0
1750,0
1751,1
1755,0
1777,1
1782,0
1785,0
1786,0
1800,0
1842,0
1844,0
1871,1
1890,0
1911,0
1940,0
1970,1
1974,0
