task,truth
47,0
67,0
70,0
123,1
143,0
149,0
156,0
258,0
271,0
318,0
361,0
366,0
371,0
378,0
381,0
398,0
399,0
431,0
457,0
459,1
470,0
479,0
498,0
512,0
545,0
547,1
548,0
552,0
602,0
603,0
624,0
630,0
635,0
646,0
659,0
676,0
679,0
700,0
718,0
727,0
758,0
762,1
764,0
784,0
840,0
899,0
910,0
951,0
952,0
987,0
990,0
1033,0
1038,1
1045,0
1046,0
1084,0
1094,0
1151,0
1164,0
1218,0
1231,0
1237,0
1257,1
1293,0
1375,0
1395,0
1402,0
1406,0
1452,1
1459,0
1477,0
1530,0
1538,0
1562,0
1577,0
1591,0
1599,0
1616,0
1618,0
1639,0
1645,0
1733,0
1756,0
1778,0
1818,0
1820,1
1822,0
1826,1
1827,0
1849,0
1880,0
1889,1
1925,0
1934,0
1943,0
1964,0
1982,0
1985,0
1986,0
1991,0
