task,truth
7,0
22,0
31,0
36,0
85,0
104,0
106,1
126,0
139,0
145,0
163,0
227,1
244,0
264,0
266,0
267,0
298,0
311,0
315,0
380,0
384,0
396,0
416,0
439,0
452,0
466,0
478,0
486,0
488,0
526,1
544,0
549,0
569,1
596,0
599,1
605,0
649,0
682,0
712,0
730,0
733,0
776,0
800,0
805,0
834,0
837,0
857,0
867,1
908,0
918,0
930,0
935,0
955,0
971,0
1001,0
1007,0
1017,1
1023,0
1074,0
1108,0
1121,0
1131,1
1140,0
1148,0
1154,0
1260,0
1301,0
1335,0
1347,0
1384,0
1451,0
1454,0
1464,0
1475,0
1501,0
1508,0
1511,1
1525,0
1545,0
1551,0
1578,0
1589,0
1590,0
1596,1
1603,0
1613,0
1652,0
1702,0
1729,1
1779,0
1780,1
1787,0
1816,0
1841,0
1882,0
1899,0
1916,0
1942,0
1958,0
1998,0
