task,truth
16,0
17,0
34,0
35,0
38,0
79,0
102,0
107,0
120,0
148,0
159,1
187,0
193,0
206,0
210,0
211,0
228,1
236,0
237,0
240,1
242,0
249,0
254,0
335,0
360,0
372,0
378,0
380,0
394,0
411,0
441,1
442,0
449,0
451,1
455,0
481,0
512,0
532,0
536,0
539,0
545,0
559,1
584,0
585,0
603,0
609,0
666,0
704,0
728,0
733,0
755,0
781,0
789,0
793,0
815,1
816,0
820,0
823,0
843,0
867,1
886,0
902,0
904,0
913,0
955,0
960,0
961,0
963,0
988,1
1002,0
1006,0
1016,1
1022,0
1024,0
1050,0
1110,0
1118,0
1134,0
1143,1
1151,0
1186,0
1187,1
1212,0
1213,0
1225,0
1259,0
1307,0
1324,0
1333,0
1334,0
1371,0
1416,0
1442,0
1444,1
1446,0
1447,0
1452,1
1461,0
1467,0
1476,0
1496,1
1503,0
1506,0
1524,0
1525,0
1530,0
1582,0
1591,0
1604,0
1615,0
1625,0
1654,0
1663,0
1685,1
1704,0
1707,0
1710,0
1742,0
1760,1
1791,1
1795,1
1808,0
1816,0
1817,0
1845,0
1855,0
1856,0
1930,0
1937,0
1951,0
1952,0
1979,0
1990,0
