task,truth
2,0
9,0
12,0
28,0
42,0
70,0
73,0
84,0
96,0
100,1
117,1
118,0
124,0
130,0
134,1
139,0
145,0
149,0
153,0
167,0
182,0
185,0
272,0
289,0
296,0
300,0
311,0
336,0
340,0
343,0
346,0
365,0
370,0
376,0
443,0
461,0
502,0
504,0
507,0
514,1
521,0
525,0
531,0
535,0
570,0
573,0
576,0
583,0
590,0
615,0
620,0
645,0
656,0
665,0
711,0
723,0
725,0
731,1
757,0
759,0
786,0
788,0
799,0
807,0
849,0
885,0
891,0
897,0
912,1
917,0
920,0
939,0
946,0
1017,1
1020,0
1021,1
1030,1
1077,0
1090,1
1106,1
1135,0
1159,0
1172,0
1184,0
1185,0
1197,0
1227,0
1253,1
1254,0
1274,0
1285,0
1304,0
1305,0
1339,0
1351,0
1415,0
1425,0
1432,0
1494,0
1515,0
1544,1
1579,0
1595,0
1609,0
1627,0
1630,0
1638,0
1641,0
1664,0
1678,1
1679,0
1684,0
1700,0
1721,0
1728,0
1734,0
1737,0
1753,0
1755,0
1780,1
1801,0
1812,0
1831,0
1834,0
1863,0
1865,0
1878,0
1886,1
1894,0
1896,1
1960,1
1971,0
1980,1
