task,truth
14,0
32,0
52,1
69,0
86,0
101,1
109,0
112,0
151,0
156,0
179,1
189,0
252,1
253,0
259,0
261,0
281,0
295,0
302,1
374,0
383,0
407,0
430,0
436,0
452,0
459,1
463,0
467,0
511,0
533,0
534,0
543,0
547,1
561,0
574,0
593,0
594,0
611,0
625,0
637,0
638,0
652,0
654,1
662,0
673,0
674,0
680,0
683,0
692,0
743,0
754,1
758,0
761,0
790,0
797,0
810,0
851,0
865,0
896,1
900,0
911,0
932,0
962,0
999,0
1008,0
1012,0
1029,1
1058,0
1059,0
1062,0
1067,0
1069,0
1078,0
1100,0
1107,0
1112,0
1119,1
1144,1
1145,0
1169,0
1178,0
1181,0
1190,0
1203,1
1218,0
1268,0
1277,0
1280,0
1286,1
1291,0
1292,0
1294,1
1315,0
1439,0
1448,0
1470,0
1483,0
1484,0
1492,0
1501,0
1521,0
1535,0
1549,0
1555,0
1557,0
1558,0
1566,0
1577,0
1580,0
1592,0
1598,0
1605,0
1610,0
1688,0
1713,1
1715,1
1730,0
1739,0
1772,0
1787,0
1794,0
1821,0
1833,0
1858,0
1871,1
1877,1
1895,0
1904,0
1907,0
1914,0
1932,0
1936,0
1943,0
