task,truth
4,0
10,0
48,0
59,1
60,1
99,0
129,0
135,1
136,0
152,0
161,0
173,0
192,0
196,0
198,0
234,0
250,0
264,0
284,0
292,0
301,0
315,0
329,0
339,0
354,0
355,0
385,0
389,0
399,0
404,0
406,0
422,0
424,0
425,0
437,0
447,0
465,0
466,0
477,0
519,0
587,0
596,0
613,0
617,0
619,0
631,0
646,0
664,0
667,0
675,0
681,0
682,0
685,1
693,0
705,0
712,0
713,1
732,0
750,1
775,1
778,0
791,0
795,0
802,0
805,0
809,0
838,0
852,0
860,0
948,0
1004,1
1019,0
1025,0
1031,0
1032,1
1039,0
1052,0
1060,0
1063,1
1071,0
1093,0
1116,0
1138,0
1139,0
1150,0
1155,1
1170,1
1220,1
1230,0
1231,0
1233,0
1242,0
1257,1
1311,0
1347,0
1392,0
1408,0
1418,0
1435,0
1443,0
1464,0
1473,0
1480,0
1510,0
1548,0
1553,0
1565,0
1586,0
1596,1
1612,0
1624,0
1657,0
1667,0
1703,0
1722,0
1731,0
1736,0
1746,0
1758,0
1774,0
1779,0
1783,0
1802,0
1814,0
1873,0
1882,0
1887,1
1928,0
1942,0
1944,0
1962,0
1982,0
1987,0
