task,truth
41,0
54,0
58,0
71,0
83,0
92,0
105,0
122,0
123,1
163,0
170,0
180,0
214,1
216,0
262,0
276,1
283,0
293,0
305,0
309,0
314,0
318,0
401,0
427,0
446,0
468,0
469,1
490,0
501,0
522,0
526,1
548,0
552,0
565,0
568,1
569,1
607,0
634,0
642,0
691,0
710,0
735,0
738,0
740,0
753,0
776,0
796,0
819,0
822,0
832,0
845,0
858,0
879,0
887,1
890,0
919,0
925,0
943,0
949,0
952,0
954,0
956,0
958,0
965,0
986,0
997,0
1007,0
1011,0
1035,0
1036,0
1045,0
1102,0
1115,1
1117,0
1120,0
1131,1
1152,0
1153,0
1210,0
1245,0
1276,0
1290,0
1309,0
1352,0
1353,1
1361,0
1365,0
1370,0
1373,0
1375,0
1389,0
1390,0
1391,0
1398,0
1403,0
1407,0
1417,0
1424,0
1436,0
1437,0
1449,0
1472,0
1491,1
1498,0
1499,0
1508,0
1531,1
1534,0
1545,0
1550,0
1561,0
1569,0
1571,0
1575,0
1635,0
1649,0
1661,0
1680,0
1683,0
1698,0
1711,0
1735,0
1744,0
1751,1
1767,0
1775,0
1847,0
1875,1
1901,0
1913,0
1919,0
1921,0
1923,0
1939,0
1955,0
1961,0
1977,1
1978,0
