worker,task,answer
2.0,9,1
2.0,10,0
2.0,14,1
2.0,15,0
2.0,17,1
2.0,19,0
2.0,20,1
2.0,21,1
2.0,22,0
2.0,24,1
2.0,32,1
2.0,38,1
2.0,39,1
2.0,43,0
2.0,45,0
2.0,47,0
11.0,0,1
11.0,2,1
11.0,4,0
11.0,8,1
11.0,26,1
11.0,28,0
11.0,31,1
11.0,38,1
11.0,48,0
20.0,0,1
20.0,2,0
20.0,5,1
20.0,6,1
20.0,14,1
20.0,16,0
20.0,21,0
20.0,26,1
20.0,28,0
20.0,29,1
20.0,30,0
20.0,32,1
20.0,36,0
20.0,37,1
20.0,38,0
20.0,39,0
20.0,48,1
31.0,0,0
31.0,1,1
31.0,2,0
31.0,8,1
31.0,9,0
31.0,21,0
31.0,22,0
31.0,27,0
31.0,39,1
31.0,40,0
33.0,0,1
33.0,3,1
33.0,8,0
33.0,9,0
33.0,10,0
33.0,11,1
33.0,19,1
33.0,27,1
33.0,36,0
33.0,43,0
34.0,2,1
34.0,5,0
34.0,11,0
34.0,14,0
34.0,16,1
34.0,23,1
34.0,29,1
34.0,33,0
34.0,37,0
34.0,41,1
43.0,2,1
43.0,4,0
43.0,6,1
43.0,28,1
43.0,29,1
43.0,31,1
43.0,33,1
43.0,43,1
51.0,2,1
51.0,4,0
51.0,11,0
51.0,12,1
51.0,16,0
51.0,23,0
51.0,34,1
51.0,35,0
51.0,36,1
51.0,41,0
51.0,44,1
53.0,1,0
53.0,3,1
53.0,5,0
53.0,18,0
53.0,19,1
53.0,20,0
53.0,21,1
53.0,22,1
53.0,42,0
55.0,0,1
55.0,17,0
55.0,22,0
55.0,25,0
55.0,27,0
55.0,33,0
55.0,36,1
55.0,43,0
55.0,44,1
55.0,46,0
55.0,49,1
57.0,0,0
57.0,11,0
57.0,17,1
57.0,26,1
57.0,27,0
57.0,32,0
57.0,36,0
58.0,4,0
58.0,8,1
58.0,9,1
58.0,13,1
58.0,14,0
58.0,16,1
58.0,23,1
58.0,32,1
58.0,46,1
59.0,6,0
59.0,11,0
59.0,16,0
59.0,17,1
59.0,21,0
59.0,29,0
59.0,31,0
59.0,33,1
59.0,34,0
59.0,37,1
59.0,38,0
59.0,45,0
59.0,48,1
63.0,3,1
63.0,7,0
63.0,10,1
63.0,13,1
63.0,22,1
63.0,23,0
63.0,24,0
63.0,31,0
63.0,36,1
63.0,42,0
63.0,44,0
63.0,46,1
66.0,4,0
66.0,7,0
66.0,9,1
66.0,16,1
66.0,18,0
66.0,22,0
66.0,28,1
66.0,30,0
66.0,38,1
66.0,47,0
66.0,49,1
74.0,0,0
74.0,3,0
74.0,14,1
74.0,17,0
74.0,35,0
74.0,39,0
74.0,41,0
74.0,43,1
75.0,3,1
75.0,8,0
75.0,19,1
75.0,20,1
75.0,32,0
75.0,33,1
76.0,6,1
76.0,7,0
76.0,25,0
76.0,27,0
76.0,41,0
76.0,44,0
78.0,9,1
78.0,12,1
78.0,15,0
78.0,18,0
78.0,25,1
78.0,28,1
78.0,30,1
78.0,34,1
78.0,36,0
78.0,39,0
78.0,43,1
78.0,45,0
78.0,47,1
79.0,11,1
79.0,23,0
79.0,24,1
79.0,37,1
79.0,44,1
79.0,46,1
79.0,48,0
80.0,3,1
80.0,14,0
80.0,16,1
80.0,17,0
80.0,22,0
80.0,26,0
80.0,30,0
80.0,32,1
80.0,34,1
80.0,38,1
80.0,40,0
80.0,43,1
81.0,13,0
81.0,14,1
81.0,15,0
81.0,21,0
81.0,28,0
81.0,34,1
81.0,38,1
81.0,42,0
83.0,1,1
83.0,6,0
83.0,7,1
83.0,14,1
83.0,18,1
83.0,30,1
83.0,44,0
83.0,45,1
83.0,46,0
84.0,4,1
84.0,11,0
84.0,13,1
84.0,18,1
84.0,21,1
84.0,23,0
84.0,29,0
84.0,35,1
86.0,0,1
86.0,2,0
86.0,7,0
86.0,11,0
86.0,12,0
86.0,20,0
86.0,25,0
86.0,33,0
86.0,36,1
86.0,37,1
86.0,40,1
86.0,42,0
88.0,4,1
88.0,18,0
88.0,19,0
88.0,33,0
88.0,36,0
89.0,1,0
89.0,12,0
89.0,14,1
89.0,24,1
89.0,46,0
90.0,5,1
90.0,6,0
90.0,14,1
90.0,19,0
90.0,24,1
90.0,27,0
90.0,29,1
90.0,31,1
90.0,40,0
90.0,41,1
99.0,7,0
99.0,11,1
99.0,12,1
99.0,14,0
99.0,16,1
99.0,33,0
99.0,34,1
99.0,35,0
99.0,37,1
99.0,42,0
99.0,44,1
99.0,47,0
107.0,2,0
107.0,4,1
107.0,10,1
107.0,12,1
107.0,15,1
107.0,20,0
107.0,28,1
107.0,33,0
107.0,45,1
107.0,47,0
108.0,4,0
108.0,8,0
108.0,12,1
108.0,13,1
108.0,16,0
108.0,17,0
108.0,20,1
108.0,27,0
108.0,32,0
108.0,33,0
109.0,10,0
109.0,11,0
109.0,17,1
109.0,22,1
109.0,32,1
109.0,33,0
109.0,41,1
109.0,43,1
116.0,3,1
116.0,7,0
116.0,16,1
116.0,22,1
116.0,23,0
116.0,29,0
116.0,33,1
116.0,35,0
116.0,48,0
119.0,3,0
119.0,18,0
119.0,21,1
119.0,24,1
119.0,35,0
119.0,37,0
119.0,42,0
119.0,46,1
119.0,47,0
120.0,4,1
120.0,5,1
120.0,11,0
120.0,15,0
120.0,20,1
120.0,28,0
120.0,30,1
120.0,40,1
120.0,47,0
121.0,2,1
121.0,3,1
121.0,9,1
121.0,12,0
121.0,15,1
121.0,16,1
121.0,22,0
121.0,24,1
121.0,25,1
121.0,30,0
121.0,35,0
121.0,42,1
121.0,47,0
124.0,11,1
124.0,22,1
124.0,25,1
124.0,33,1
124.0,44,1
124.0,46,0
124.0,47,0
124.0,48,0
129.0,5,0
129.0,7,0
129.0,8,0
129.0,12,1
129.0,13,1
129.0,17,1
129.0,21,1
129.0,23,0
129.0,24,0
129.0,32,1
129.0,43,0
132.0,1,0
132.0,11,1
132.0,12,1
132.0,27,0
132.0,28,0
132.0,34,1
132.0,37,1
132.0,43,1
137.0,2,1
137.0,4,0
137.0,6,1
137.0,8,1
137.0,13,0
137.0,14,0
137.0,16,0
137.0,20,0
137.0,24,1
137.0,32,0
137.0,37,0
137.0,40,0
137.0,45,1
137.0,47,0
143.0,6,1
143.0,10,1
143.0,11,0
143.0,21,0
143.0,23,0
143.0,28,0
143.0,39,0
143.0,41,0
143.0,45,0
147.0,2,1
147.0,4,0
147.0,9,0
147.0,11,0
147.0,12,1
147.0,24,0
147.0,41,0
147.0,49,1
148.0,5,0
148.0,9,0
148.0,10,1
148.0,12,1
148.0,14,1
148.0,15,1
148.0,26,1
148.0,35,1
148.0,36,0
148.0,42,1
148.0,43,0
148.0,48,0
149.0,2,0
149.0,10,1
149.0,18,1
149.0,21,1
149.0,28,1
150.0,5,1
150.0,26,1
150.0,31,0
150.0,32,1
150.0,36,0
150.0,43,1
150.0,49,1
153.0,4,1
153.0,11,0
153.0,12,0
153.0,13,0
153.0,21,0
153.0,22,0
153.0,23,0
153.0,27,1
153.0,32,0
153.0,33,1
153.0,34,0
153.0,44,0
156.0,1,0
156.0,3,1
156.0,4,1
156.0,6,0
156.0,10,0
156.0,13,0
156.0,27,0
156.0,39,1
156.0,42,1
156.0,44,0
156.0,46,1
158.0,1,0
158.0,9,0
158.0,15,1
158.0,24,1
158.0,25,0
158.0,35,1
158.0,37,1
158.0,49,1
159.0,11,0
159.0,13,1
159.0,16,1
159.0,18,0
159.0,21,1
159.0,29,1
176.0,1,0
176.0,2,0
176.0,3,0
176.0,4,0
176.0,6,0
176.0,8,0
176.0,13,1
176.0,19,1
176.0,21,1
176.0,22,1
176.0,31,0
176.0,39,0
176.0,40,0
176.0,47,1
178.0,2,1
178.0,4,0
178.0,11,0
178.0,13,1
178.0,16,0
178.0,18,0
178.0,21,1
178.0,23,1
178.0,25,1
178.0,29,0
178.0,30,0
178.0,40,0
178.0,49,1
182.0,1,1
182.0,4,1
182.0,10,1
182.0,14,0
182.0,18,0
182.0,21,1
182.0,38,0
182.0,45,1
182.0,46,1
184.0,2,0
184.0,13,1
184.0,15,1
184.0,20,0
184.0,25,1
184.0,26,0
184.0,35,1
184.0,41,0
184.0,44,1
188.0,1,1
188.0,7,0
188.0,12,1
188.0,15,0
188.0,26,0
188.0,27,1
188.0,40,0
188.0,47,0
188.0,49,1
193.0,8,1
193.0,10,0
193.0,12,0
193.0,19,0
195.0,1,1
195.0,2,0
195.0,4,0
195.0,7,1
195.0,10,1
195.0,15,1
195.0,16,1
195.0,23,0
195.0,40,0
195.0,44,0
195.0,45,0
195.0,49,0
