task,truth
2,0
3,0
30,0
41,0
43,0
45,0
55,0
70,0
72,0
88,0
103,0
108,0
131,0
187,0
222,0
247,0
250,0
276,1
300,0
321,1
333,0
351,0
359,0
366,0
390,0
396,0
444,1
449,0
462,0
500,0
506,0
543,0
575,0
578,0
579,0
601,0
606,0
609,0
613,0
626,0
628,0
631,0
632,0
641,0
671,0
728,0
777,0
791,0
798,0
840,0
870,0
873,0
876,0
883,0
914,0
953,0
959,0
967,0
976,0
983,0
992,1
1036,0
1060,0
1076,0
1120,0
1138,0
1146,0
1150,0
1181,0
1197,0
1242,0
1268,0
1275,0
1307,0
1334,0
1351,0
1389,0
1391,0
1459,0
1483,0
1503,0
1511,1
1544,1
1582,0
1597,0
1605,0
1614,0
1620,0
1622,1
1670,0
1747,0
1755,0
1771,0
1819,0
1829,0
1834,0
1836,0
1842,0
1894,0
1961,0
