worker,task,answer
0.0,2,1
0.0,5,0
0.0,10,0
0.0,11,0
0.0,17,0
0.0,20,1
0.0,23,1
0.0,27,0
0.0,28,0
0.0,29,0
0.0,30,0
0.0,32,0
0.0,34,1
0.0,35,0
0.0,41,0
3.0,5,1
3.0,8,0
3.0,10,0
3.0,11,1
3.0,14,0
3.0,15,1
3.0,23,1
3.0,26,1
3.0,28,0
3.0,35,0
3.0,44,1
4.0,0,0
4.0,14,0
4.0,28,0
4.0,33,1
4.0,34,0
4.0,43,0
4.0,45,1
4.0,47,1
8.0,0,1
8.0,6,1
8.0,7,1
8.0,8,1
8.0,9,0
8.0,11,0
8.0,12,0
8.0,21,0
8.0,27,0
8.0,44,0
8.0,48,1
19.0,0,0
19.0,7,1
19.0,8,1
19.0,14,1
19.0,26,1
19.0,30,1
19.0,31,0
19.0,35,1
26.0,6,1
26.0,9,1
26.0,10,0
26.0,17,1
26.0,20,0
26.0,22,1
26.0,23,1
26.0,24,1
26.0,27,0
26.0,29,1
26.0,32,1
26.0,33,1
26.0,34,1
26.0,45,1
27.0,4,1
27.0,5,1
27.0,6,0
27.0,9,0
27.0,25,0
27.0,26,0
27.0,27,0
27.0,31,1
27.0,33,0
27.0,34,0
27.0,36,0
27.0,47,0
27.0,49,1
29.0,0,1
29.0,13,0
29.0,15,0
29.0,18,1
29.0,19,0
29.0,37,1
29.0,38,0
29.0,41,1
29.0,42,0
29.0,44,0
38.0,0,0
38.0,10,1
38.0,13,1
38.0,14,1
38.0,17,1
38.0,19,1
38.0,27,0
38.0,32,0
38.0,36,0
38.0,37,1
38.0,43,1
38.0,46,0
38.0,49,1
42.0,12,0
42.0,20,1
42.0,23,1
42.0,37,1
42.0,39,0
42.0,45,1
42.0,49,1
45.0,1,1
45.0,5,0
45.0,15,0
45.0,27,1
45.0,32,1
45.0,34,0
45.0,39,0
45.0,40,1
45.0,42,1
45.0,43,0
45.0,45,0
45.0,46,1
45.0,49,1
54.0,0,1
54.0,4,1
54.0,19,1
54.0,21,1
54.0,23,1
54.0,24,1
54.0,29,1
54.0,31,0
54.0,35,1
54.0,40,1
54.0,41,0
57.0,0,0
57.0,7,1
57.0,9,0
57.0,13,0
57.0,25,1
57.0,26,0
57.0,29,0
57.0,36,0
57.0,37,1
57.0,41,0
57.0,46,1
61.0,2,1
61.0,3,1
61.0,13,1
61.0,16,0
61.0,21,1
61.0,30,0
61.0,45,0
62.0,1,1
62.0,8,0
62.0,10,1
62.0,13,0
62.0,15,1
62.0,27,1
62.0,29,1
62.0,33,1
62.0,34,0
62.0,42,0
62.0,47,0
63.0,0,0
63.0,7,0
63.0,9,1
63.0,15,0
63.0,16,1
63.0,18,1
63.0,19,1
63.0,21,0
63.0,30,0
63.0,37,1
63.0,39,1
63.0,48,0
67.0,0,0
67.0,2,1
67.0,11,1
67.0,12,1
67.0,17,1
67.0,19,0
67.0,27,0
67.0,33,0
67.0,34,0
67.0,36,0
67.0,41,0
67.0,45,1
67.0,46,1
72.0,0,0
72.0,1,1
72.0,5,0
72.0,6,0
72.0,9,0
72.0,22,1
72.0,41,1
72.0,42,1
72.0,45,0
73.0,5,1
73.0,6,0
73.0,7,1
73.0,20,0
73.0,24,1
73.0,32,0
73.0,33,0
73.0,40,1
73.0,47,0
74.0,6,1
74.0,7,1
74.0,18,1
74.0,21,1
74.0,22,0
74.0,27,1
74.0,29,1
74.0,36,0
74.0,44,1
74.0,45,1
74.0,47,0
77.0,17,0
77.0,21,1
77.0,29,1
77.0,31,1
77.0,32,0
77.0,36,0
77.0,40,1
77.0,45,0
77.0,48,1
77.0,49,0
83.0,4,1
83.0,8,0
83.0,12,1
83.0,20,1
83.0,28,1
83.0,32,0
83.0,34,1
83.0,40,0
83.0,41,0
83.0,43,0
83.0,44,0
83.0,49,0
88.0,16,1
88.0,19,0
88.0,20,1
88.0,22,1
88.0,26,0
88.0,30,0
88.0,32,0
88.0,33,1
88.0,37,1
88.0,46,1
93.0,4,1
93.0,5,1
93.0,6,1
93.0,14,1
93.0,19,0
93.0,20,0
93.0,23,1
93.0,24,0
93.0,27,1
93.0,35,0
93.0,38,0
93.0,39,1
93.0,42,0
93.0,44,1
93.0,46,1
93.0,48,0
96.0,4,1
96.0,15,0
96.0,17,1
96.0,23,0
96.0,26,1
96.0,32,0
96.0,41,1
96.0,47,0
97.0,45,0
97.0,47,0
104.0,3,1
104.0,6,1
104.0,14,1
104.0,15,1
104.0,24,0
104.0,28,0
104.0,32,1
104.0,34,1
104.0,39,0
104.0,40,0
104.0,44,0
104.0,47,1
105.0,6,1
105.0,8,1
105.0,9,0
105.0,19,0
105.0,21,1
105.0,27,0
105.0,35,1
105.0,37,1
105.0,41,1
105.0,49,1
106.0,12,0
106.0,16,0
106.0,18,1
106.0,23,0
106.0,25,0
106.0,34,1
106.0,43,1
110.0,3,1
110.0,4,1
110.0,11,1
110.0,17,1
110.0,18,0
110.0,29,0
110.0,30,1
110.0,34,0
110.0,38,1
110.0,48,1
111.0,1,0
111.0,8,1
111.0,9,0
111.0,13,0
111.0,18,1
111.0,20,0
111.0,24,0
111.0,32,0
111.0,34,1
111.0,35,1
111.0,37,0
111.0,45,0
111.0,46,0
112.0,1,1
112.0,4,1
112.0,7,0
112.0,11,1
112.0,13,1
112.0,17,0
112.0,19,1
112.0,23,1
112.0,36,1
114.0,1,1
114.0,2,1
114.0,3,0
114.0,16,1
114.0,21,0
114.0,38,1
114.0,46,1
114.0,48,1
115.0,0,1
115.0,1,0
115.0,2,1
115.0,3,0
115.0,24,1
115.0,29,1
115.0,34,1
115.0,38,0
115.0,39,0
121.0,2,1
121.0,4,1
121.0,14,0
121.0,18,1
121.0,21,0
121.0,25,1
121.0,28,0
121.0,29,0
121.0,48,0
123.0,17,1
123.0,19,1
123.0,24,1
123.0,27,0
123.0,32,1
123.0,41,1
123.0,42,0
124.0,3,0
124.0,5,0
124.0,6,0
124.0,12,0
124.0,15,1
124.0,19,0
124.0,20,0
124.0,25,0
124.0,28,0
124.0,31,1
124.0,33,1
132.0,11,1
132.0,13,1
132.0,23,0
132.0,29,0
136.0,9,0
136.0,11,0
