task,truth
45,0
61,0
72,0
89,0
95,0
100,1
120,0
131,0
162,0
163,0
196,0
210,0
247,0
286,1
294,0
317,0
324,0
328,0
329,0
334,0
339,0
395,0
427,0
459,1
475,0
476,0
487,0
492,0
524,0
550,0
552,0
563,1
617,0
628,0
653,0
661,0
688,1
694,0
739,0
747,0
758,0
799,0
848,0
855,0
864,0
876,0
900,0
960,0
971,0
972,0
982,0
992,1
1015,0
1029,1
1034,1
1047,0
1054,0
1067,0
1099,1
1140,0
1199,0
1218,0
1219,0
1252,0
1265,1
1270,0
1337,1
1352,0
1355,0
1363,0
1379,0
1388,0
1391,0
1415,0
1455,1
1499,0
1517,1
1520,0
1561,0
1565,0
1572,0
1589,0
1602,1
1612,0
1639,0
1704,0
1711,0
1733,0
1762,0
1796,0
1804,0
1839,0
1843,0
1855,0
1856,0
1896,1
1906,0
1919,0
1943,0
1991,0
