task,truth
3,0
60,1
85,0
92,0
113,0
152,0
166,0
209,0
225,0
242,0
278,0
290,0
335,0
373,0
374,0
394,0
464,0
553,0
564,0
565,0
592,0
599,1
618,0
644,0
645,0
660,0
662,0
668,0
689,0
707,0
711,0
751,0
755,0
761,0
806,0
818,0
854,0
871,0
872,0
885,0
922,0
934,0
940,0
1006,0
1010,0
1011,0
1012,0
1066,0
1072,0
1074,0
1080,0
1108,0
1125,0
1142,0
1146,0
1164,0
1167,0
1168,0
1264,0
1276,0
1290,0
1317,0
1323,0
1327,0
1365,0
1368,1
1408,0
1416,0
1418,0
1427,0
1435,0
1466,0
1476,0
1490,0
1516,0
1587,0
1609,0
1630,0
1634,1
1677,0
1695,0
1710,0
1715,1
1721,0
1722,0
1764,0
1797,0
1810,0
1815,0
1842,0
1846,0
1857,1
1865,0
1917,0
1925,0
1928,0
1930,0
1974,0
1987,0
1988,0
