task,truth
58,0
68,0
91,0
93,0
110,0
121,0
187,0
191,0
228,1
256,0
268,0
276,1
282,0
296,0
320,0
342,0
348,0
357,0
376,0
379,0
390,0
414,0
439,0
441,1
450,0
455,0
507,0
534,0
577,0
627,0
659,0
666,0
667,0
700,0
704,0
726,0
771,0
779,0
783,0
813,0
845,0
856,1
859,0
884,0
896,1
910,0
933,0
948,0
962,0
980,0
987,0
1016,1
1023,0
1028,0
1055,0
1058,0
1061,1
1076,0
1087,0
1089,0
1104,0
1109,0
1111,0
1234,0
1261,1
1262,0
1263,1
1284,0
1288,0
1309,0
1318,0
1354,0
1357,0
1366,0
1387,0
1395,0
1412,1
1419,0
1432,0
1441,0
1446,0
1463,1
1475,0
1501,0
1503,0
1518,0
1531,1
1532,0
1581,0
1610,0
1689,0
1694,0
1750,0
1760,1
1781,0
1789,1
1820,1
1822,0
1887,1
1890,0
