task,truth
37,0
86,0
141,0
149,0
152,0
178,0
184,0
210,0
215,0
238,0
243,0
271,0
278,0
289,0
291,0
298,0
340,0
341,0
342,0
376,0
377,0
390,0
411,0
437,0
439,0
458,0
461,0
490,0
550,0
590,0
629,0
660,0
673,0
690,0
712,0
727,0
728,0
738,0
772,0
805,0
808,1
842,0
863,0
889,0
907,0
925,0
951,0
965,0
985,1
999,0
1009,0
1015,0
1017,1
1064,0
1074,0
1084,0
1110,0
1137,0
1158,1
1205,0
1261,1
1262,0
1281,0
1296,0
1315,0
1353,1
1368,1
1370,0
1389,0
1390,0
1410,0
1416,0
1437,0
1438,0
1453,0
1503,0
1527,0
1569,0
1584,0
1587,0
1612,0
1628,0
1639,0
1711,0
1725,0
1759,0
1765,0
1806,0
1814,0
1851,0
1856,0
1873,0
1883,0
1891,0
1906,0
1908,0
1924,1
1966,0
1973,0
1979,0
