task,truth
11,0
31,0
40,0
54,0
67,0
74,1
97,0
121,0
156,0
181,0
190,0
203,0
207,1
262,0
281,0
294,0
301,0
344,0
351,0
363,0
394,0
402,0
413,0
427,0
435,1
441,1
455,0
496,0
505,0
510,0
538,0
572,0
575,0
643,0
645,0
658,0
669,0
705,0
720,0
722,0
730,0
752,0
756,0
761,0
781,0
801,0
826,0
843,0
868,0
884,0
891,0
893,0
927,0
979,0
982,0
1013,1
1024,0
1047,0
1069,0
1077,0
1107,0
1112,0
1155,1
1160,0
1263,1
1293,0
1316,0
1331,0
1343,0
1352,0
1369,0
1425,0
1429,0
1432,0
1463,1
1472,0
1547,0
1551,0
1555,0
1556,0
1561,0
1567,0
1572,0
1580,0
1624,0
1674,0
1678,1
1695,0
1707,0
1723,0
1731,0
1750,0
1784,0
1863,0
1875,1
1907,0
1932,0
1933,0
1934,0
1986,0
