task,truth
9,0
27,0
39,0
58,0
72,0
80,1
93,0
96,0
101,1
110,0
113,0
116,0
140,0
170,0
188,1
193,0
257,1
279,0
327,0
358,0
373,0
388,1
403,0
447,0
448,0
450,0
463,0
477,0
517,0
518,0
522,0
534,0
537,0
543,0
555,0
577,0
589,1
593,0
622,0
646,0
676,0
750,1
786,0
815,1
819,0
849,0
895,0
920,0
941,0
1042,0
1044,0
1103,1
1118,0
1134,0
1195,0
1204,0
1206,0
1213,0
1217,0
1220,1
1229,0
1238,0
1286,1
1289,1
1377,0
1457,0
1467,0
1470,0
1525,0
1529,1
1535,0
1543,0
1548,0
1570,0
1574,0
1597,0
1615,0
1621,0
1642,0
1648,0
1651,0
1666,0
1697,0
1728,0
1738,0
1804,0
1805,0
1815,0
1832,0
1849,0
1871,1
1879,1
1884,0
1893,0
1900,0
1909,0
1927,1
1930,0
1960,1
1975,0
