worker,task,answer
1.0,0,1
1.0,1,0
1.0,7,0
1.0,8,1
1.0,10,0
1.0,12,1
1.0,15,1
1.0,17,1
1.0,20,0
1.0,26,0
1.0,37,1
2.0,2,1
2.0,4,1
2.0,5,0
2.0,9,1
2.0,12,1
2.0,16,0
2.0,17,1
2.0,18,0
2.0,20,1
2.0,23,0
2.0,24,0
2.0,25,0
2.0,26,0
2.0,28,0
2.0,32,1
2.0,33,1
2.0,34,0
2.0,35,0
2.0,39,1
2.0,44,0
2.0,46,1
2.0,47,0
7.0,3,0
7.0,8,1
7.0,9,0
7.0,28,1
7.0,30,1
7.0,33,0
7.0,39,1
7.0,41,0
7.0,42,1
7.0,44,0
7.0,49,0
8.0,1,1
8.0,2,0
8.0,5,1
8.0,7,1
8.0,10,0
8.0,13,0
8.0,15,0
8.0,16,1
8.0,17,1
8.0,18,1
8.0,24,0
8.0,26,0
8.0,31,0
8.0,32,1
8.0,34,0
8.0,37,1
8.0,43,0
8.0,44,1
8.0,49,0
11.0,3,1
11.0,4,1
11.0,10,0
11.0,16,0
11.0,18,1
11.0,21,1
11.0,25,0
11.0,27,1
11.0,29,0
11.0,32,0
11.0,33,1
11.0,40,1
11.0,41,0
11.0,43,1
11.0,44,1
15.0,1,0
15.0,4,0
15.0,8,1
15.0,10,0
15.0,16,1
15.0,18,0
15.0,21,0
15.0,25,1
15.0,26,1
15.0,32,0
15.0,38,0
15.0,42,0
15.0,43,0
15.0,47,1
15.0,48,0
15.0,49,1
22.0,4,0
22.0,5,1
22.0,8,0
22.0,11,0
22.0,12,0
22.0,14,1
22.0,15,1
22.0,16,1
22.0,20,0
22.0,25,1
22.0,27,0
22.0,30,0
22.0,33,0
22.0,38,0
22.0,48,0
22.0,49,0
26.0,2,1
26.0,3,1
26.0,13,0
26.0,20,1
26.0,22,1
26.0,24,0
26.0,25,0
26.0,30,0
26.0,31,1
26.0,33,1
26.0,37,0
26.0,38,0
26.0,39,1
26.0,40,0
26.0,42,0
26.0,44,0
26.0,45,1
26.0,48,0
28.0,2,0
28.0,3,1
28.0,4,0
28.0,7,1
28.0,15,1
28.0,16,1
28.0,20,0
28.0,22,1
28.0,25,1
28.0,29,0
28.0,30,0
28.0,37,1
28.0,40,1
28.0,45,0
28.0,46,1
28.0,47,0
28.0,49,0
30.0,12,1
30.0,17,1
30.0,20,1
30.0,27,0
30.0,30,0
30.0,31,1
30.0,32,1
30.0,34,0
30.0,36,1
30.0,37,0
30.0,38,0
30.0,42,1
30.0,43,0
30.0,44,1
30.0,45,1
30.0,47,0
30.0,48,0
32.0,1,0
32.0,4,1
32.0,7,1
32.0,14,1
32.0,15,1
32.0,16,0
32.0,18,1
32.0,22,1
32.0,24,1
32.0,27,1
32.0,28,0
32.0,29,1
32.0,32,0
32.0,33,1
32.0,37,0
32.0,38,1
32.0,39,0
32.0,42,0
33.0,0,1
33.0,19,0
33.0,26,1
33.0,28,1
33.0,31,1
33.0,33,1
33.0,35,1
33.0,37,1
35.0,2,0
35.0,3,1
35.0,4,0
35.0,8,1
35.0,9,0
35.0,13,1
35.0,23,1
35.0,28,1
35.0,33,1
35.0,34,0
35.0,36,1
35.0,40,0
35.0,41,0
35.0,47,1
35.0,49,0
36.0,3,1
36.0,4,1
36.0,6,0
36.0,8,0
36.0,9,1
36.0,12,1
36.0,19,0
36.0,22,0
36.0,24,1
36.0,26,0
36.0,28,1
36.0,31,0
36.0,32,1
36.0,35,1
36.0,43,0
36.0,45,0
36.0,46,0
43.0,0,0
43.0,4,1
43.0,6,1
43.0,11,1
43.0,12,0
43.0,14,1
43.0,18,1
43.0,19,0
43.0,25,0
43.0,39,1
43.0,40,0
43.0,41,1
43.0,44,1
43.0,45,0
43.0,47,1
45.0,4,1
45.0,8,1
45.0,9,0
45.0,10,0
45.0,11,0
45.0,14,1
45.0,16,0
45.0,17,1
45.0,19,1
45.0,28,1
45.0,31,0
45.0,33,1
45.0,35,1
45.0,38,1
45.0,43,0
45.0,45,1
45.0,48,1
47.0,0,0
47.0,2,0
47.0,3,1
47.0,6,0
47.0,9,0
47.0,11,0
47.0,24,0
47.0,26,1
47.0,27,0
47.0,33,1
47.0,36,0
47.0,37,1
48.0,4,0
48.0,13,0
48.0,15,0
48.0,17,0
48.0,20,0
48.0,21,0
48.0,26,1
48.0,27,0
48.0,32,0
48.0,36,0
48.0,39,0
48.0,40,1
48.0,45,0
48.0,46,0
48.0,49,1
50.0,3,1
50.0,4,1
50.0,5,1
50.0,12,0
50.0,15,0
50.0,16,1
50.0,17,0
50.0,26,0
50.0,33,1
50.0,40,1
50.0,49,0
54.0,0,1
54.0,1,1
54.0,7,1
54.0,13,0
54.0,21,0
54.0,24,0
54.0,27,1
54.0,33,0
54.0,34,0
54.0,40,0
54.0,41,1
54.0,43,0
54.0,44,1
54.0,45,1
54.0,46,1
55.0,1,0
55.0,3,0
55.0,6,0
55.0,8,1
55.0,11,0
55.0,14,0
55.0,18,1
55.0,22,1
55.0,30,1
55.0,37,1
55.0,44,0
55.0,48,1
60.0,2,0
60.0,3,0
60.0,4,0
60.0,8,1
60.0,10,1
60.0,12,0
60.0,13,0
60.0,33,1
60.0,35,1
60.0,37,1
60.0,39,0
60.0,40,1
60.0,41,1
60.0,42,1
60.0,46,0
60.0,47,0
61.0,4,0
61.0,9,1
61.0,11,1
61.0,12,0
61.0,13,0
61.0,14,0
61.0,16,0
61.0,17,0
61.0,21,1
61.0,25,0
61.0,32,1
61.0,36,1
61.0,40,1
61.0,41,0
61.0,44,1
61.0,49,1
62.0,5,1
62.0,8,1
62.0,9,0
62.0,12,1
62.0,14,1
62.0,15,1
62.0,22,1
62.0,28,1
62.0,30,0
62.0,32,1
62.0,34,0
62.0,39,0
62.0,42,1
62.0,43,1
62.0,45,0
62.0,47,0
62.0,49,1
65.0,2,1
65.0,3,1
65.0,8,1
65.0,9,1
65.0,10,0
65.0,11,1
65.0,14,0
65.0,18,1
65.0,22,1
65.0,26,1
65.0,34,1
65.0,37,0
65.0,38,1
65.0,43,1
65.0,45,1
65.0,48,1
65.0,49,1
67.0,1,0
67.0,4,1
67.0,5,0
67.0,12,1
67.0,14,1
67.0,15,1
67.0,19,0
67.0,22,0
67.0,27,1
67.0,28,0
67.0,30,0
67.0,31,0
67.0,35,0
67.0,39,0
67.0,40,1
67.0,43,0
67.0,44,1
67.0,48,1
70.0,4,1
70.0,9,0
70.0,12,0
70.0,14,0
70.0,16,0
70.0,19,0
70.0,21,1
70.0,27,0
70.0,28,0
70.0,29,1
70.0,34,1
70.0,35,1
70.0,41,0
70.0,42,1
70.0,44,0
70.0,49,0
73.0,9,1
73.0,12,0
73.0,18,0
73.0,19,1
73.0,39,1
73.0,44,0
73.0,46,0
77.0,0,0
77.0,3,0
77.0,10,0
77.0,13,0
77.0,18,1
77.0,21,1
77.0,22,0
77.0,23,1
77.0,24,0
77.0,28,0
77.0,35,0
77.0,39,0
77.0,43,1
77.0,44,0
79.0,3,1
79.0,4,1
79.0,13,1
79.0,16,0
79.0,18,0
79.0,23,1
79.0,27,0
79.0,32,1
79.0,36,0
79.0,37,0
79.0,38,1
79.0,41,1
79.0,45,1
79.0,48,1
79.0,49,0
80.0,5,0
80.0,7,0
80.0,12,0
80.0,13,1
80.0,14,0
80.0,15,0
80.0,20,1
80.0,24,1
80.0,29,0
80.0,31,1
80.0,32,0
80.0,33,1
80.0,34,0
80.0,35,0
80.0,43,0
80.0,45,1
81.0,4,0
81.0,9,0
81.0,11,1
81.0,13,0
81.0,14,0
81.0,17,0
81.0,20,0
81.0,21,1
81.0,24,1
81.0,29,0
81.0,32,1
81.0,33,0
81.0,37,1
81.0,41,0
81.0,47,0
81.0,48,1
81.0,49,0
82.0,2,1
82.0,3,1
82.0,11,1
82.0,25,0
82.0,27,1
82.0,31,1
82.0,33,1
82.0,36,0
82.0,37,1
82.0,42,1
82.0,44,0
82.0,45,1
83.0,0,0
83.0,10,0
83.0,14,0
83.0,15,1
83.0,16,0
83.0,17,1
83.0,21,0
83.0,22,0
83.0,23,0
83.0,27,1
83.0,28,1
83.0,31,0
83.0,32,0
83.0,34,0
83.0,35,0
83.0,37,1
83.0,39,1
83.0,46,0
83.0,48,1
86.0,5,1
86.0,8,0
86.0,13,0
86.0,14,0
86.0,15,0
86.0,19,1
86.0,21,0
86.0,22,1
86.0,25,1
86.0,34,0
86.0,35,0
86.0,39,1
86.0,40,0
86.0,46,0
89.0,9,1
89.0,10,0
89.0,15,1
89.0,21,0
89.0,22,1
89.0,25,0
89.0,29,1
89.0,33,1
89.0,35,1
89.0,39,1
89.0,43,1
89.0,45,0
89.0,48,1
91.0,10,0
91.0,12,1
91.0,13,1
91.0,18,0
91.0,19,0
91.0,21,0
91.0,26,1
91.0,31,0
91.0,33,1
91.0,34,1
91.0,45,0
91.0,46,1
98.0,1,0
98.0,2,0
98.0,6,0
98.0,12,1
98.0,18,1
98.0,21,1
98.0,28,0
98.0,30,0
98.0,31,0
98.0,40,0
98.0,42,1
98.0,45,1
105.0,0,1
105.0,4,0
105.0,5,1
105.0,7,1
105.0,8,0
105.0,11,0
105.0,13,1
105.0,17,1
105.0,18,0
105.0,19,0
105.0,20,0
105.0,25,0
105.0,33,0
105.0,35,1
105.0,36,0
105.0,40,0
105.0,43,0
105.0,45,1
110.0,1,1
110.0,3,1
110.0,5,1
110.0,9,1
110.0,12,1
110.0,14,1
110.0,17,1
110.0,18,1
110.0,19,1
110.0,20,0
110.0,25,1
110.0,26,1
110.0,29,1
110.0,30,1
110.0,31,0
110.0,34,0
110.0,35,1
110.0,36,0
110.0,38,0
110.0,41,0
110.0,43,0
110.0,47,0
110.0,48,1
116.0,2,1
116.0,6,1
116.0,7,1
116.0,9,1
116.0,12,1
116.0,13,1
116.0,21,1
116.0,27,0
116.0,28,0
116.0,30,1
116.0,33,1
116.0,34,1
116.0,35,1
116.0,36,0
121.0,7,0
121.0,8,1
121.0,12,1
121.0,13,0
121.0,16,0
121.0,23,1
121.0,24,1
121.0,28,0
121.0,31,0
121.0,32,1
121.0,33,1
121.0,35,1
121.0,36,0
121.0,41,0
121.0,42,1
121.0,43,0
121.0,44,1
121.0,45,0
122.0,4,0
122.0,9,1
122.0,13,1
122.0,15,0
122.0,17,1
122.0,19,1
122.0,26,0
122.0,30,0
122.0,32,1
122.0,34,0
122.0,35,1
122.0,40,1
122.0,49,0
126.0,1,1
126.0,6,0
126.0,12,1
126.0,13,0
126.0,19,0
126.0,25,0
126.0,31,1
126.0,35,1
126.0,36,1
126.0,37,0
126.0,38,1
126.0,40,0
126.0,41,0
126.0,43,1
127.0,3,0
127.0,4,0
127.0,6,0
127.0,9,1
127.0,11,0
127.0,14,1
127.0,15,0
127.0,16,1
127.0,21,1
127.0,26,1
127.0,28,0
127.0,29,1
127.0,33,0
127.0,37,1
127.0,39,1
127.0,40,0
127.0,44,0
127.0,45,0
127.0,46,0
131.0,2,1
131.0,3,1
131.0,4,0
131.0,5,0
131.0,8,1
131.0,13,0
131.0,17,0
131.0,18,1
131.0,19,0
131.0,22,0
131.0,29,1
131.0,33,1
131.0,36,0
131.0,46,0
132.0,1,1
132.0,13,0
132.0,16,0
132.0,20,0
132.0,23,1
132.0,29,0
132.0,31,0
132.0,35,1
132.0,41,0
132.0,42,0
132.0,46,0
133.0,6,0
133.0,11,1
133.0,14,0
133.0,18,0
133.0,19,1
133.0,25,0
133.0,27,0
133.0,30,0
133.0,31,1
133.0,34,0
133.0,42,1
134.0,0,1
134.0,1,1
134.0,2,0
134.0,5,0
134.0,12,1
134.0,19,1
134.0,23,1
134.0,24,1
134.0,25,1
134.0,26,1
134.0,27,1
134.0,28,1
134.0,32,1
134.0,40,0
134.0,42,0
134.0,44,1
134.0,45,1
134.0,48,1
138.0,1,1
138.0,3,1
138.0,4,0
138.0,5,0
138.0,6,0
138.0,7,1
138.0,9,0
138.0,13,1
138.0,16,0
138.0,21,1
138.0,22,0
138.0,29,1
138.0,30,1
138.0,39,1
138.0,45,1
138.0,46,1
138.0,48,1
138.0,49,1
140.0,3,0
140.0,5,0
140.0,11,0
140.0,19,0
140.0,21,1
140.0,23,0
140.0,25,1
140.0,27,1
140.0,28,1
140.0,29,1
140.0,31,0
140.0,35,0
140.0,42,1
140.0,44,0
140.0,47,0
140.0,48,0
141.0,8,1
141.0,9,1
141.0,14,0
141.0,15,0
141.0,17,1
141.0,22,0
141.0,24,1
141.0,26,0
141.0,29,0
141.0,30,1
141.0,31,0
141.0,35,1
141.0,44,1
143.0,5,1
143.0,11,0
143.0,14,0
143.0,16,1
143.0,18,0
143.0,19,0
143.0,29,0
143.0,35,1
143.0,41,1
143.0,45,0
143.0,48,0
147.0,4,1
147.0,6,1
147.0,10,0
147.0,24,0
147.0,34,0
147.0,36,1
147.0,38,1
