task,truth
3,0
12,0
15,0
40,0
117,1
121,0
156,0
167,0
190,0
193,0
221,0
226,0
232,0
233,1
274,0
277,0
331,0
377,0
390,0
394,0
417,0
419,0
425,0
434,0
460,0
476,0
488,0
523,0
543,0
572,0
579,0
584,0
596,0
625,0
651,0
691,0
709,0
710,0
728,0
744,1
770,1
771,0
799,0
831,0
843,0
858,0
877,0
888,0
889,0
897,0
899,0
917,0
958,0
967,0
1010,0
1019,0
1051,0
1125,0
1128,0
1139,0
1175,1
1179,0
1195,0
1202,0
1252,0
1253,1
1257,1
1292,0
1300,1
1301,0
1313,0
1330,1
1331,0
1349,0
1356,1
1359,0
1363,0
1376,0
1383,0
1450,0
1456,0
1469,1
1488,0
1504,0
1532,0
1555,0
1585,0
1676,0
1706,0
1743,0
1750,0
1798,0
1881,0
1918,0
1929,0
1931,0
1934,0
1941,0
1948,0
1993,0
