task,truth
46,0
60,1
81,0
95,0
101,1
124,0
154,0
161,0
162,0
176,0
177,1
188,1
207,1
212,0
220,0
222,0
229,0
247,0
248,1
251,0
278,0
290,0
307,0
320,0
343,0
369,0
376,0
398,0
409,0
435,1
439,0
504,0
506,0
514,1
518,0
549,0
551,0
568,1
588,0
597,0
615,0
623,0
638,0
649,0
674,0
684,0
707,0
762,1
779,0
789,0
800,0
823,0
848,0
859,0
873,0
875,0
924,0
944,0
980,0
984,0
1013,1
1017,1
1021,1
1028,0
1085,1
1100,0
1199,0
1207,0
1231,0
1243,0
1249,0
1282,1
1284,0
1296,0
1316,0
1318,0
1412,1
1422,0
1440,0
1470,0
1492,0
1510,0
1552,0
1589,0
1621,0
1645,0
1653,0
1673,0
1735,0
1763,0
1770,0
1800,0
1802,0
1865,0
1878,0
1889,1
1891,0
1911,0
1955,0
1983,0
