task,truth
37,0
61,0
104,0
120,0
122,0
133,0
145,0
197,0
201,0
242,0
252,1
255,1
286,1
313,0
315,0
336,0
345,0
353,0
391,0
487,0
502,0
524,0
598,0
609,0
621,0
665,0
687,1
699,0
708,0
712,0
751,0
760,0
797,0
804,0
805,0
807,0
810,0
822,0
840,0
856,1
880,0
932,0
936,0
950,0
966,1
974,1
991,0
1011,0
1018,1
1032,1
1054,0
1106,1
1113,0
1122,1
1152,0
1163,0
1227,0
1247,0
1258,0
1259,0
1288,0
1308,0
1320,0
1339,0
1346,0
1360,0
1432,0
1459,0
1506,0
1519,0
1574,0
1601,1
1609,0
1612,0
1620,0
1624,0
1626,0
1630,0
1640,0
1643,0
1689,0
1696,0
1723,0
1727,0
1731,0
1753,0
1754,1
1765,0
1768,0
1820,1
1823,1
1859,0
1867,0
1879,1
1930,0
1943,0
1957,0
1972,0
1988,0
1996,0
