task,truth
4,0
7,0
26,0
44,0
47,0
55,0
59,1
62,0
65,0
70,0
82,0
88,0
103,0
126,0
131,0
139,0
169,0
189,0
192,0
203,0
218,0
237,0
246,0
254,0
299,1
338,0
450,0
459,1
491,0
498,0
509,0
519,0
527,0
560,0
607,0
629,0
659,0
669,0
673,0
682,0
688,1
692,0
705,0
723,0
735,0
763,1
765,0
776,0
777,0
860,0
923,0
964,0
1020,0
1038,1
1041,0
1042,0
1056,0
1071,0
1154,0
1156,0
1157,0
1160,0
1174,0
1182,0
1270,0
1327,0
1364,0
1442,0
1449,0
1477,0
1491,1
1509,0
1554,0
1558,0
1575,0
1594,0
1610,0
1659,0
1669,0
1693,0
1699,0
1716,1
1733,0
1751,1
1776,0
1788,0
1796,0
1801,0
1824,0
1843,0
1846,0
1875,1
1880,0
1888,0
1914,0
1919,0
1962,0
1968,0
1980,1
1997,0
