task,truth
0,0
29,0
39,0
40,0
63,0
74,1
75,0
85,0
88,0
101,1
109,0
116,0
139,0
152,0
155,0
216,0
220,0
276,1
279,0
295,0
306,1
309,0
314,0
318,0
324,0
329,0
369,0
373,0
381,0
398,0
436,0
465,0
466,0
479,0
480,0
520,0
524,0
545,0
574,0
579,0
611,0
625,0
682,0
690,0
708,0
733,0
770,1
776,0
787,0
820,0
891,0
911,0
918,0
1000,0
1006,0
1008,0
1019,0
1028,0
1050,0
1077,0
1108,0
1122,1
1163,0
1177,0
1206,0
1220,1
1223,0
1226,0
1232,0
1245,0
1329,1
1346,0
1361,0
1395,0
1398,0
1411,0
1432,0
1433,0
1443,0
1447,0
1450,0
1464,0
1470,0
1483,0
1504,0
1531,1
1588,0
1594,0
1677,0
1707,0
1739,0
1773,1
1785,0
1795,1
1806,0
1897,0
1935,0
1941,0
1970,1
1979,0
