task,truth
32,0
65,0
69,0
89,0
131,0
145,0
185,0
223,0
242,0
274,0
351,0
361,0
382,0
388,1
423,0
427,0
443,0
451,1
469,1
550,0
551,0
595,0
596,0
607,0
634,0
653,0
694,0
702,0
723,0
728,0
743,0
756,0
762,1
806,0
818,0
819,0
834,0
839,0
842,0
862,0
864,0
917,0
929,0
949,0
951,0
980,0
1013,1
1027,0
1037,0
1041,0
1044,0
1073,0
1120,0
1142,0
1159,0
1160,0
1228,0
1240,0
1291,0
1308,0
1331,0
1348,0
1397,0
1405,0
1439,0
1461,0
1476,0
1482,1
1496,1
1498,0
1505,0
1589,0
1604,0
1605,0
1607,0
1637,0
1646,0
1661,0
1676,0
1681,0
1690,0
1694,0
1714,0
1731,0
1736,0
1742,0
1763,0
1770,0
1793,0
1799,0
1800,0
1809,0
1816,0
1831,0
1853,0
1876,0
1907,0
1963,0
1974,0
1975,0
