task,truth
21,0
24,0
31,0
57,1
58,0
73,0
77,0
82,0
96,0
107,0
163,0
177,1
178,0
219,0
227,1
248,1
266,0
360,0
375,0
377,0
389,0
403,0
407,0
417,0
419,0
421,0
472,0
485,1
530,0
534,0
540,0
546,0
565,0
655,0
676,0
684,0
699,0
717,0
719,1
720,0
731,1
734,0
808,1
814,1
871,0
931,0
935,0
1004,1
1012,0
1020,0
1096,0
1116,0
1125,0
1131,1
1133,0
1135,0
1148,0
1151,0
1155,1
1173,1
1181,0
1215,0
1216,1
1222,0
1224,0
1227,0
1247,0
1269,0
1271,1
1283,0
1284,0
1300,1
1349,0
1420,0
1426,1
1462,0
1481,1
1515,0
1592,0
1613,0
1624,0
1629,0
1652,0
1667,0
1696,0
1701,0
1719,1
1720,0
1812,0
1849,0
1871,1
1879,1
1891,0
1950,0
1959,0
1978,0
1980,1
1981,0
1982,0
1999,1
