task,truth
22,0
66,0
83,0
87,0
104,0
125,0
136,0
164,0
170,0
245,0
277,0
331,0
342,0
344,0
347,0
358,0
404,0
409,0
433,0
444,1
450,0
455,0
493,0
497,0
514,1
515,0
527,0
528,0
532,0
536,0
539,0
569,1
585,0
588,0
604,0
610,0
612,0
616,0
641,0
656,0
701,0
738,0
739,0
741,0
749,1
784,0
786,0
791,0
797,0
799,0
811,0
898,0
902,0
906,0
913,0
941,0
952,0
953,0
961,0
964,0
1018,1
1049,0
1071,0
1078,0
1127,0
1164,0
1209,1
1210,0
1261,1
1301,0
1318,0
1385,0
1386,0
1391,0
1444,1
1446,0
1491,1
1523,0
1539,0
1544,1
1547,0
1554,0
1561,0
1586,0
1619,0
1627,0
1628,0
1686,0
1709,0
1749,0
1774,0
1776,0
1787,0
1834,0
1840,0
1865,0
1877,1
1910,0
1924,1
1947,0
