task,truth
1,1
3,0
21,0
26,0
43,0
88,0
108,0
119,0
142,0
156,0
191,0
221,0
230,0
240,1
252,1
264,0
282,0
308,0
335,0
342,0
348,0
370,0
381,0
427,0
454,0
475,0
503,1
530,0
536,0
547,1
588,0
599,1
630,0
673,0
675,0
685,1
691,0
705,0
758,0
798,0
800,0
806,0
816,0
828,0
851,0
861,0
921,0
963,0
964,0
996,0
1035,0
1054,0
1055,0
1077,0
1094,0
1109,0
1123,0
1133,0
1145,0
1195,0
1236,0
1263,1
1273,0
1289,1
1312,0
1322,0
1338,0
1359,0
1364,0
1369,0
1376,0
1396,1
1414,0
1426,1
1442,0
1446,0
1459,0
1492,0
1500,0
1598,0
1602,1
1630,0
1646,0
1664,0
1666,0
1701,0
1739,0
1758,0
1759,0
1791,1
1793,0
1805,0
1836,0
1880,0
1891,0
1900,0
1902,0
1912,0
1914,0
1969,0
