task,truth
56,0
73,0
82,0
99,0
120,0
140,0
174,0
178,0
239,0
289,0
293,0
371,0
378,0
388,1
395,0
424,0
439,0
450,0
467,0
507,0
543,0
547,1
583,0
665,0
706,0
709,0
765,0
784,0
788,0
900,0
910,0
955,0
974,1
993,0
1005,0
1019,0
1029,1
1030,1
1043,0
1078,0
1083,0
1126,0
1233,0
1235,0
1246,1
1264,0
1266,1
1294,1
1315,0
1372,0
1401,0
1428,0
1440,0
1477,0
1483,0
1532,0
1588,0
1609,0
1632,1
1675,0
1681,0
1690,0
1704,0
1832,0
1855,0
1903,0
1915,0
1945,0
1956,0
1980,1
1991,0
1999,1
2014,0
2023,0
2039,1
2060,0
2116,0
2121,0
2159,0
2161,0
2175,0
2198,1
2260,0
2279,0
2290,0
2312,0
2326,0
2343,0
2396,0
2457,0
2475,0
2477,1
2489,0
2524,0
2533,0
2537,0
2574,0
2640,0
2732,0
2748,0
2750,1
2763,0
2802,0
2804,0
2806,0
2808,0
2816,0
2823,0
2844,0
2851,0
2863,0
2945,0
2990,0
2995,0
3038,0
3080,0
3083,0
3140,0
3239,0
3425,0
3469,0
3483,0
3524,0
3549,0
3616,0
3617,0
3626,0
3736,0
3771,0
3821,0
3826,0
3865,0
3873,0
3877,0
3986,0
4038,0
4044,0
4057,0
4078,1
4108,0
4152,0
4175,0
4180,0
4229,1
4232,0
4278,1
4346,0
4374,0
4388,0
4445,0
