task,truth
50,0
84,0
93,0
102,0
103,0
109,0
155,0
202,0
209,0
224,0
284,0
303,0
348,0
364,0
385,0
411,0
472,0
499,0
522,0
539,0
626,0
628,0
645,0
655,0
695,0
696,0
703,0
707,0
733,0
745,0
756,0
773,0
786,0
793,0
795,0
805,0
822,0
850,0
862,0
893,0
925,0
928,0
942,0
950,0
982,0
1017,1
1045,0
1065,0
1085,1
1094,0
1126,0
1136,0
1145,0
1151,0
1168,0
1177,0
1190,0
1210,0
1211,0
1225,0
1234,0
1252,0
1266,1
1278,0
1294,1
1295,0
1381,0
1383,0
1398,0
1416,0
1427,0
1451,0
1468,0
1473,0
1493,0
1543,0
1578,0
1591,0
1639,0
1654,0
1672,0
1677,0
1689,0
1693,0
1719,1
1742,0
1749,0
1756,0
1846,0
1847,0
1850,0
1859,0
1878,0
1884,0
1885,0
1927,1
1947,0
1957,0
1976,1
1999,1
