task,truth
27,0
40,0
67,0
68,0
96,0
108,0
169,0
177,1
179,1
208,0
217,0
236,0
263,0
266,0
294,0
331,0
347,0
391,0
440,0
442,0
449,0
457,0
467,0
473,0
549,0
564,0
575,0
590,0
602,0
608,0
611,0
613,0
615,0
649,0
650,0
676,0
698,0
708,0
719,1
723,0
730,0
734,0
762,1
802,0
814,1
839,0
912,1
917,0
930,0
933,0
939,0
956,0
998,0
1005,0
1008,0
1020,0
1025,0
1026,0
1027,0
1031,0
1043,0
1046,0
1047,0
1074,0
1075,0
1091,1
1093,0
1111,0
1121,0
1144,1
1165,0
1276,0
1326,0
1334,0
1355,0
1360,0
1425,0
1438,0
1455,1
1501,0
1514,0
1541,0
1574,0
1588,0
1590,0
1616,0
1624,0
1642,0
1671,0
1697,0
1713,1
1762,0
1774,0
1775,0
1871,1
1882,0
1883,0
1906,0
1917,0
1993,0
