task,truth
4,0
34,0
41,0
42,0
58,0
64,0
80,1
88,0
95,0
164,0
213,0
238,0
277,0
278,0
289,0
298,0
310,1
358,0
370,0
377,0
393,0
419,0
429,0
438,0
448,0
491,0
505,0
509,0
519,0
536,0
554,0
566,0
569,1
579,0
595,0
607,0
617,0
620,0
629,0
706,0
715,0
771,0
789,0
792,0
803,0
807,0
863,0
882,0
905,0
906,0
940,0
966,1
968,0
976,0
986,0
996,0
1058,0
1079,1
1120,0
1133,0
1143,1
1180,0
1188,0
1203,1
1231,0
1248,1
1286,1
1288,0
1291,0
1333,0
1348,0
1353,1
1356,1
1387,0
1439,0
1485,0
1486,0
1534,0
1536,0
1570,0
1571,0
1576,0
1610,0
1632,1
1650,0
1665,0
1679,0
1730,0
1734,0
1741,0
1752,0
1772,0
1781,0
1820,1
1821,0
1848,0
1891,0
1895,0
1922,0
1956,0
