task,truth
18,0
21,0
29,0
33,0
50,0
131,0
152,0
166,0
169,0
208,0
209,0
221,0
237,0
263,0
278,0
283,0
292,0
332,0
335,0
339,0
340,0
360,0
366,0
389,0
425,0
436,0
452,0
458,0
492,0
524,0
538,0
572,0
595,0
617,0
631,0
679,0
700,0
702,0
728,0
753,0
770,1
778,0
795,0
796,0
812,0
836,0
869,0
871,0
882,0
897,0
904,0
921,0
928,0
964,0
967,0
985,1
991,0
1000,0
1024,0
1039,0
1092,0
1127,0
1149,0
1172,0
1175,1
1180,0
1182,0
1192,0
1222,0
1248,1
1251,0
1257,1
1269,0
1280,0
1332,0
1334,0
1337,1
1353,1
1365,0
1405,0
1413,0
1434,0
1452,1
1475,0
1476,0
1491,1
1498,0
1543,0
1582,0
1653,0
1654,0
1655,1
1670,0
1673,0
1684,0
1698,0
1793,0
1794,0
1887,1
1891,0
